riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs13107325-T	7E-8	-	NR	-	"0.1495 unit decrease"	[0.095-0.204]	SLC39A8	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	4:102267552	32201043	"Smeland OB"
rs77669894-A	4E-8	-	NR	-	"0.3283 unit increase"	[0.21-0.45]	RESF1,BICD1-AS1	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	12:32089513	32201043	"Smeland OB"
rs138895122-T	6E-12	-	NR	-	"0.6116 unit increase"	[0.44-0.79]	ASS1P14,SYT10	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	12:33075690	32201043	"Smeland OB"
rs28370664-A	7E-26	-	NR	-	"0.4475 unit increase"	[0.36-0.53]	SLC2A13	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	12:40019503	32201043	"Smeland OB"
rs144029582-A	4E-7	-	NR	-	"0.3265 unit increase"	[0.2-0.45]	LINC02400,MTND1P24	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	12:41754811	32201043	"Smeland OB"
rs11060112-A	2E-10	-	NR	-	"0.1102 unit increase"	[0.076-0.144]	CCDC62	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	12:122807956	32201043	"Smeland OB"
rs11158026-T	1E-10	-	NR	-	"0.0993 unit decrease"	[0.069-0.129]	GCH1	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	14:54882151	32201043	"Smeland OB"
rs8005172-T	6E-10	-	NR	-	"0.086 unit increase"	[0.059-0.113]	GPR65	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	14:88006268	32201043	"Smeland OB"
rs3889108-T	7E-9	-	NR	-	"0.1322 unit decrease"	[0.088-0.177]	LINC02349,RORA	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	15:61712597	32201043	"Smeland OB"
rs1027647-A	2E-6	-	NR	-	"0.0698 unit increase"	[0.041-0.099]	TPM1,LACTB	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	15:63082626	32201043	"Smeland OB"
rs140820592-T	1E-8	-	NR	-	"0.0859 unit decrease"	[0.056-0.115]	STX1B	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	16:31010559	32201043	"Smeland OB"
rs113564729-A	2E-11	-	NR	-	"0.0994 unit increase"	[0.07-0.129]	KANSL1	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	17:46101729	32201043	"Smeland OB"
rs148534175-T	1E-8	-	NR	-	"0.1113 unit increase"	[0.073-0.149]	MED13,Y_RNA	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	17:62120839	32201043	"Smeland OB"
rs12456492-A	2E-9	-	NR	-	"0.0892 unit decrease"	[0.06-0.118]	RIT2	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	18:43093415	32201043	"Smeland OB"
rs8087969-T	5E-6	-	NR	-	"0.0645 unit decrease"	[0.037-0.092]	SMAD4,SRSF10P1	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	18:51157219	32201043	"Smeland OB"
rs302714-A	4E-6	-	NR	-	"0.0698 unit increase"	[0.04-0.1]	RERE,RERE-AS1	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	1:8426071	32201043	"Smeland OB"
rs34372695-T	4E-12	-	NR	-	"0.3189 unit increase"	[0.23-0.41]	LAMTOR2,RAB25	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	1:156060246	32201043	"Smeland OB"
rs4915466-T	1E-6	-	NR	-	"0.0706 unit increase"	[0.042-0.099]	MROH3P	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	1:200936379	32201043	"Smeland OB"
rs3805-T	4E-11	-	NR	-	"0.132 unit decrease"	[0.093-0.171]	NUCKS1	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	1:205714227	32201043	"Smeland OB"
rs4653767-T	6E-8	-	NR	-	"0.0846 unit increase"	[0.054-0.115]	ITPKB	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	1:226728377	32201043	"Smeland OB"
rs10797576-T	2E-7	-	NR	-	"0.1045 unit increase"	[0.065-0.144]	SIPA1L2	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	1:232528865	32201043	"Smeland OB"
rs12467316-A	5E-7	-	NR	-	"0.0753 unit increase"	[0.046-0.105]	LINC01127,IL1R2	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	2:101988187	32201043	"Smeland OB"
rs6430538-T	1E-13	-	NR	-	"0.1094 unit decrease"	[0.081-0.138]	CCNT2-AS1	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	2:134782397	32201043	"Smeland OB"
rs4667572-A	4E-13	-	NR	-	"0.1377 unit increase"	[0.1-0.17]	STK39,RN7SL813P	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	2:168299490	32201043	"Smeland OB"
rs113732002-A	3E-7	-	NR	-	"0.1272 unit decrease"	[0.079-0.176]	NGEF	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	2:232982170	32201043	"Smeland OB"
rs13078687-A	9E-9	-	NR	-	"0.1206 unit increase"	[0.079-0.162]	TBC1D5	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	3:18181950	32201043	"Smeland OB"
rs55740225-T	3E-7	-	NR	-	"0.0946 unit decrease"	[0.058-0.131]	PARP9	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	3:122549781	32201043	"Smeland OB"
rs1293298-A	6E-11	-	NR	-	"0.1103 unit increase"	[0.077-0.143]	CTSB	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	8:11854934	32201043	"Smeland OB"
rs2276765-A	2E-7	-	NR	-	"0.0761 unit increase"	[0.047-0.105]	MED12L	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	3:151413434	32201043	"Smeland OB"
rs4921739-T	6E-6	-	NR	-	"0.0813 unit decrease"	[0.046-0.117]	ZDHHC2	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	8:17172148	32201043	"Smeland OB"
rs140278703-T	2E-11	-	NR	-	"0.1671 unit decrease"	[0.12-0.22]	MCCC1	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	3:183034255	32201043	"Smeland OB"
rs2278973-T	3E-7	-	NR	-	"0.1373 unit increase"	[0.085-0.19]	CACNA1B	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	9:138121810	32201043	"Smeland OB"
rs10906923-A	3E-7	-	NR	-	"0.0768 unit increase"	[0.047-0.106]	ITGA8	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	10:15527599	32201043	"Smeland OB"
rs144814361-T	2E-12	-	NR	-	"0.468 unit increase"	[0.34-0.6]	BAG3	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	10:119651405	32201043	"Smeland OB"
rs3793947-A	5E-7	-	NR	-	"0.0715 unit decrease"	[0.044-0.099]	DLG2	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	11:83833429	32201043	"Smeland OB"
rs3802920-T	7E-9	-	NR	-	"0.1012 unit increase"	[0.067-0.135]	IGSF9B	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	11:133917106	32201043	"Smeland OB"
rs17483653-A	5E-7	-	NR	-	"0.1043 unit increase"	[0.064-0.145]	CAMK2D	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	4:113422713	32201043	"Smeland OB"
rs1867598-A	7E-10	-	NR	-	"0.1444 unit decrease"	[0.099-0.19]	ELOVL7	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	5:60842132	32201043	"Smeland OB"
rs6875262-T	3E-9	-	NR	-	"0.1639 unit increase"	[0.11-0.22]	ZNF608,LINC02240	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	5:124774580	32201043	"Smeland OB"
rs2647062-A	6E-12	-	NR	-	"0.143 unit increase"	[0.1-0.18]	HLA-DRB1,HLA-DQA1	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	6:32602640	32201043	"Smeland OB"
rs6060983-T	6E-7	-	NR	-	"0.0767 unit increase"	[0.047-0.107]	MYLK2	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	20:31833121	32201043	"Smeland OB"
rs11701722-T	5E-8	-	NR	-	"0.083 unit decrease"	[0.053-0.113]	DYRK1A	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	21:37398228	32201043	"Smeland OB"
rs56379273-A	9E-8	-	NR	-	"0.3655 unit increase"	[0.23-0.5]	TRPM2	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	21:44406603	32201043	"Smeland OB"
rs2979160-A	3E-6	-	NR	-	-	-	LINC02949,LINC02950	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	8:8450156	32201043	"Smeland OB"
rs9468195-A	2E-9	-	NR	-	-	-	LINC01012	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	6:27708530	32201043	"Smeland OB"
rs12600861-A	1E-8	-	0.6484	-	"0.0565 unit decrease"	[0.037-0.076]	CHRNB1	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	17:7452302	31701892	"Nalls MA"
rs12951632-T	1E-9	-	0.7349	-	"0.0642 unit increase"	[0.043-0.085]	RETREG3	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	17:42588995	31701892	"Nalls MA"
rs2269906-A	6E-10	-	0.6531	-	"0.0631 unit increase"	[0.043-0.083]	UBTF	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	17:44216969	31701892	"Nalls MA"
rs850738-A	1E-11	-	0.6056	-	"0.071 unit decrease"	[0.05-0.092]	FAM171A2	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	17:44357262	31701892	"Nalls MA"
rs62053943-T	4E-68	-	0.1552	-	"0.27 unit decrease"	[0.24-0.3]	LINC02210-CRHR1	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	17:45666837	31701892	"Nalls MA"
rs117615688-A	7E-16	-	0.067	-	"0.2324 unit decrease"	[0.18-0.29]	LINC02210-CRHR1	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	17:45720942	31701892	"Nalls MA"
rs11658976-A	4E-8	-	0.5802	-	"0.0624 unit decrease"	[0.04-0.085]	WNT3	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	17:46789439	31701892	"Nalls MA"
rs61169879-T	9E-10	-	0.1641	-	"0.082 unit increase"	[0.056-0.108]	BRIP1	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	17:61840005	31701892	"Nalls MA"
rs666463-A	3E-9	-	0.8328	-	"0.076 unit increase"	[0.051-0.101]	DNAH17	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	17:78429399	31701892	"Nalls MA"
rs1941685-T	2E-8	-	0.4983	-	"0.0531 unit increase"	[0.035-0.072]	ASXL3	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	18:33724354	31701892	"Nalls MA"
rs12456492-A	4E-23	-	0.6816	-	"0.0983 unit decrease"	[0.079-0.118]	RIT2	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	18:43093415	31701892	"Nalls MA"
rs8087969-T	1E-8	-	0.5496	-	"0.0578 unit decrease"	[0.038-0.078]	SMAD4,SRSF10P1	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	18:51157219	31701892	"Nalls MA"
rs55818311-T	4E-10	-	0.6937	-	"0.0696 unit decrease"	[0.048-0.091]	SPPL2B	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	19:2341049	31701892	"Nalls MA"
rs77351827-T	9E-9	-	0.1275	-	"0.0802 unit increase"	[0.053-0.107]	CRLS1	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	20:6025395	31701892	"Nalls MA"
rs2248244-A	3E-11	-	0.2828	-	"0.0714 unit increase"	[0.05-0.092]	DYRK1A	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	21:37480059	31701892	"Nalls MA"
rs35643925-A	8E-22	-	0.0195	-	"0.389 unit increase"	[0.31-0.47]	SLC25A44,SEMA4A	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	1:156185069	31701892	"Nalls MA"
rs4954162-A	2E-8	-	0.1642	-	"0.0746 unit decrease"	[0.049-0.1]	TMEM163	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	2:134681219	31701892	"Nalls MA"
rs356228-C	1E-48	-	0.4589	-	"0.1503 unit increase"	[0.13-0.17]	SNCA,GPRIN3	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	4:89685975	31701892	"Nalls MA"
rs356203-T	5E-149	-	0.6149	-	"0.2504 unit decrease"	[0.23-0.27]	SNCA	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	4:89744890	31701892	"Nalls MA"
rs6875262-T	1E-8	-	0.0986	-	"0.1141 unit increase"	[0.075-0.153]	ZNF608,LINC02240	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	5:124774580	31701892	"Nalls MA"
rs9267659-A	4E-11	-	0.2004	-	"0.079 unit increase"	[0.056-0.102]	EHMT2-AS1,SLC44A4	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	6:31878457	31701892	"Nalls MA"
rs181609621-A	8E-11	-	0.9882	-	"0.4232 unit decrease"	[0.3-0.55]	DNM1L,FGD4	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	12:32657825	31701892	"Nalls MA"
rs117073808-T	2E-20	-	0.9809	-	"0.3955 unit decrease"	[0.31-0.48]	MUC19	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	12:40528770	31701892	"Nalls MA"
rs141128804-T	6E-14	-	0.0173	-	"0.3468 unit increase"	[0.26-0.44]	MUC19	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	12:40542837	31701892	"Nalls MA"
rs138017112-C	7E-12	-	0.0142	-	"0.413 unit increase"	[0.29-0.53]	GXYLT1,LINC02400	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	12:41901977	31701892	"Nalls MA"
rs114138760-C	4E-9	-	0.0112	-	"0.2812 unit increase"	[0.19-0.37]	PMVK	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	1:154925709	31701892	"Nalls MA"
rs35749011-A	2E-70	-	0.0169	-	"0.6068 unit increase"	[0.54-0.67]	KRTCAP2,HMGN2P18	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	1:155162560	31701892	"Nalls MA"
rs76763715-T	2E-22	-	0.9953	-	"0.7467 unit decrease"	[0.6-0.9]	GBA1	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	1:155235843	31701892	"Nalls MA"
rs6658353-C	6E-12	-	0.5011	-	"0.065 unit increase"	[0.047-0.083]	RNU6-481P,FCGR2A	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	1:161499264	31701892	"Nalls MA"
rs11578699-T	4E-9	-	0.1949	-	"0.0704 unit decrease"	[0.047-0.094]	VAMP4,METTL13	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	1:171750629	31701892	"Nalls MA"
rs823118-T	1E-29	-	0.566	-	"0.1066 unit increase"	[0.088-0.125]	NUCKS1,RAB29	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	1:205754444	31701892	"Nalls MA"
rs11557080-A	3E-22	-	0.1389	-	"0.1315 unit increase"	[0.11-0.16]	RAB29	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	1:205768611	31701892	"Nalls MA"
rs4653767-T	1E-15	-	0.7196	-	"0.0833 unit increase"	[0.063-0.104]	ITPKB	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	1:226728377	31701892	"Nalls MA"
rs10797576-T	7E-17	-	0.1403	-	"0.1114 unit increase"	[0.085-0.137]	SIPA1L2	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	1:232528865	31701892	"Nalls MA"
rs76116224-A	1E-8	-	0.9042	-	"0.1104 unit increase"	[0.072-0.148]	KCNS3	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	2:17966582	31701892	"Nalls MA"
rs2042477-A	1E-8	-	0.2422	-	"0.0657 unit decrease"	[0.043-0.088]	KCNIP3	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	2:95335195	31701892	"Nalls MA"
rs11683001-A	8E-13	-	0.337	-	"0.0705 unit increase"	[0.051-0.09]	MAP4K4	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	2:101780501	31701892	"Nalls MA"
rs57891859-A	5E-14	-	0.7185	-	"0.0807 unit increase"	[0.06-0.102]	TMEM163	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	2:134707046	31701892	"Nalls MA"
rs1474055-T	3E-39	-	0.1312	-	"0.1796 unit increase"	[0.15-0.21]	RN7SL813P,STK39	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	2:168253884	31701892	"Nalls MA"
rs73038319-A	6E-13	-	0.9592	-	"0.1693 unit decrease"	[0.12-0.22]	TBC1D5	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	3:18320267	31701892	"Nalls MA"
rs6808178-T	8E-12	-	0.3794	-	"0.0658 unit increase"	[0.047-0.085]	RBMS3	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	3:28664199	31701892	"Nalls MA"
rs12497850-T	1E-10	-	0.6476	-	"0.0636 unit increase"	[0.044-0.083]	IP6K2	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	3:48711556	31701892	"Nalls MA"
rs55961674-T	1E-11	-	0.1722	-	"0.0861 unit increase"	[0.061-0.111]	KPNA1	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	3:122478045	31701892	"Nalls MA"
rs11707416-A	1E-10	-	0.3672	-	"0.0627 unit decrease"	[0.044-0.082]	MED12L	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	3:151391177	31701892	"Nalls MA"
rs1450522-A	5E-10	-	0.6742	-	"0.0616 unit decrease"	[0.042-0.081]	SPTSSB	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	3:161359842	31701892	"Nalls MA"
rs10513789-T	1E-34	-	0.8112	-	"0.1485 unit increase"	[0.12-0.17]	MCCC1	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	3:183042285	31701892	"Nalls MA"
rs873786-T	2E-21	-	0.0988	-	"0.1731 unit decrease"	[0.14-0.21]	GAK	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	4:931588	31701892	"Nalls MA"
rs34311866-T	1E-69	-	0.8065	-	"0.2126 unit decrease"	[0.19-0.24]	TMEM175	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	4:958159	31701892	"Nalls MA"
rs4698412-A	2E-28	-	0.5529	-	"0.1035 unit increase"	[0.085-0.122]	BST1	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	4:15735725	31701892	"Nalls MA"
rs34025766-A	3E-10	-	0.1589	-	"0.0839 unit decrease"	[0.058-0.11]	LCORL	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	4:17967188	31701892	"Nalls MA"
rs6825004-C	1E-9	-	0.6912	-	"0.0622 unit increase"	[0.042-0.082]	SCARB2	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	4:76189212	31701892	"Nalls MA"
rs4101061-A	5E-19	-	0.7107	-	"0.0912 unit decrease"	[0.071-0.111]	SCARB2,FAM47E	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	4:76226816	31701892	"Nalls MA"
rs6854006-T	6E-21	-	0.3632	-	"0.0912 unit decrease"	[0.072-0.11]	FAM47E-STBD1,FAM47E	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	4:76276901	31701892	"Nalls MA"
rs356182-A	4E-154	-	0.6278	-	"0.2774 unit decrease"	[0.26-0.3]	SNCA	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	4:89704960	31701892	"Nalls MA"
rs5019538-A	1E-36	-	0.6792	-	"0.1565 unit decrease"	[0.13-0.18]	SNCA	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	4:89715479	31701892	"Nalls MA"
rs13117519-T	1E-12	-	0.1744	-	"0.0875 unit increase"	[0.063-0.112]	CAMK2D	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	4:113447909	31701892	"Nalls MA"
rs62333164-A	2E-10	-	0.3264	-	"0.0638 unit decrease"	[0.044-0.083]	CLCN3	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	4:169662006	31701892	"Nalls MA"
rs1867598-A	3E-23	-	0.9019	-	"0.1554 unit decrease"	[0.12-0.19]	ELOVL7	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	5:60842132	31701892	"Nalls MA"
rs26431-C	2E-9	-	0.7025	-	"0.0621 unit increase"	[0.042-0.082]	PAM,EIF3KP1	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	5:103030090	31701892	"Nalls MA"
rs11950533-A	7E-9	-	0.102	-	"0.0916 unit decrease"	[0.061-0.123]	TXNDC15,C5orf24	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	5:134863415	31701892	"Nalls MA"
rs4140646-A	6E-12	-	0.2081	-	"0.0833 unit increase"	[0.06-0.107]	RSL24D1P1,GPR89P	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	6:27771022	31701892	"Nalls MA"
rs9261484-T	2E-8	-	0.2451	-	"0.0635 unit decrease"	[0.042-0.085]	TRIM40	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	6:30140906	31701892	"Nalls MA"
rs112485576-A	7E-28	-	0.163	-	"0.1676 unit decrease"	[0.14-0.2]	AHR	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	7:17300533	31701892	"Nalls MA"
rs12528068-T	2E-10	-	0.2844	-	"0.0657 unit increase"	[0.046-0.086]	RIMS1,RNU4-66P	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	6:71778059	31701892	"Nalls MA"
rs997368-A	2E-9	-	0.8049	-	"0.0714 unit increase"	[0.048-0.095]	LINC02527,CCN6	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	6:111922088	31701892	"Nalls MA"
rs75859381-T	1E-10	-	0.9673	-	"0.2207 unit decrease"	[0.15-0.29]	LINC00326,HMGB1P13	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	6:132889222	31701892	"Nalls MA"
rs199351-A	5E-26	-	0.5939	-	"0.1016 unit increase"	[0.083-0.12]	GPNMB	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	7:23260430	31701892	"Nalls MA"
rs76949143-A	1E-8	-	0.0507	-	"0.1432 unit decrease"	[0.094-0.193]	RABGEF1P1,LINC03011	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	7:66544864	31701892	"Nalls MA"
rs1293298-A	4E-16	-	0.7444	-	"0.093 unit increase"	[0.071-0.115]	CTSB	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	8:11854934	31701892	"Nalls MA"
rs620513-T	3E-15	-	0.2682	-	"0.0856 unit decrease"	[0.064-0.107]	MSR1,RN7SL474P	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	8:16840084	31701892	"Nalls MA"
rs2280104-T	1E-8	-	0.3604	-	"0.0556 unit increase"	[0.036-0.075]	BIN3	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	8:22668467	31701892	"Nalls MA"
rs2086641-T	2E-8	-	0.7225	-	"0.0605 unit decrease"	[0.04-0.081]	CYRIB	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	8:129889663	31701892	"Nalls MA"
rs13294100-T	9E-18	-	0.3422	-	"0.0859 unit decrease"	[0.066-0.106]	SH3GL2	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	9:17579692	31701892	"Nalls MA"
rs10756907-A	5E-17	-	0.7666	-	"0.0926 unit decrease"	[0.071-0.114]	SH3GL2	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	9:17727067	31701892	"Nalls MA"
rs6476434-T	7E-9	-	0.7336	-	"0.0615 unit decrease"	[0.041-0.082]	UBAP2	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	9:34046393	31701892	"Nalls MA"
rs896435-T	3E-13	-	0.6892	-	"0.0735 unit increase"	[0.054-0.093]	ITGA8	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	10:15515407	31701892	"Nalls MA"
rs10748818-A	1E-9	-	0.8514	-	"0.079 unit decrease"	[0.054-0.104]	GBF1	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	10:102255522	31701892	"Nalls MA"
rs72840788-A	2E-11	-	0.2155	-	"0.0763 unit increase"	[0.054-0.098]	BAG3	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	10:119656173	31701892	"Nalls MA"
rs117896735-A	2E-28	-	0.0166	-	"0.4354 unit increase"	[0.36-0.51]	INPP5F	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	10:119776815	31701892	"Nalls MA"
rs7938782-A	2E-9	-	0.8776	-	"0.087 unit increase"	[0.059-0.115]	RNF141	"Parkinson's disease or first degree relation to individual with Parkinson's disease"	"Parkinson disease"	-	GCST009325	11:10537230	31701892	"Nalls MA"
