riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs2718058-?	2E-6	-	NR	1.0638298	-	[1.10-1.03]	GPR141	"Alzheimer's disease"	"Alzheimer disease"	-	GCST009021	7:37801932	31473137	"Moreno-Grau S"
rs10838725-?	3E-6	-	NR	1.07	-	[1.04-1.10]	CELF1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST009021	11:47536319	31473137	"Moreno-Grau S"
rs9271192-?	5E-7	-	NR	1.09	-	[1.13-1.05]	HLA-DRB1,HLA-DQA1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST009021	6:32610753	31473137	"Moreno-Grau S"
rs28834970-?	6E-9	-	NR	1.09	-	[1.12-1.06]	PTK2B	"Alzheimer's disease"	"Alzheimer disease"	-	GCST009021	8:27337604	31473137	"Moreno-Grau S"
rs10948363-?	5E-9	-	NR	1.1	-	[1.13-1.06]	CD2AP	"Alzheimer's disease"	"Alzheimer disease"	-	GCST009021	6:47520026	31473137	"Moreno-Grau S"
rs4147929-?	3E-9	-	NR	1.12	-	[1.08-1.17]	ABCA7	"Alzheimer's disease"	"Alzheimer disease"	-	GCST009021	19:1063444	31473137	"Moreno-Grau S"
rs6656401-?	2E-14	-	NR	1.15	-	[1.11-1.19]	CR1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST009021	1:207518704	31473137	"Moreno-Grau S"
rs6733839-?	3E-30	-	NR	1.2	-	[1.16-1.23]	BIN1,NIFKP9	"Alzheimer's disease"	"Alzheimer disease"	-	GCST009021	2:127135234	31473137	"Moreno-Grau S"
rs10098778-?	2E-8	-	NR	1.0638298	-	[1.04-1.09]	NDUFAF6	"Alzheimer's disease"	"Alzheimer disease"	-	GCST009021	8:94979792	31473137	"Moreno-Grau S"
rs7225151-?	1E-8	-	NR	1.1	-	[1.06-1.14]	ZNF594-DT,SCIMP	"Alzheimer's disease"	"Alzheimer disease"	-	GCST009021	17:5233752	31473137	"Moreno-Grau S"
rs429358-C	1E-62	-	0.17	2.27	-	[2.5-2.06]	APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST009020	19:44908684	31473137	"Moreno-Grau S"
rs429358-C	1E-64	-	0.17	2.39	-	[2.64-2.17]	APOE	"Alzheimer’s disease (clinical subgroup AD+)"	"Alzheimer disease"	-	GCST009022	19:44908684	31473137	"Moreno-Grau S"
rs429358-C	1E-76	-	0.17	2.71	-	[3.01-2.44]	APOE	"Alzheimer’s disease (clinical subgroup AD++)"	"Alzheimer disease"	-	GCST009023	19:44908684	31473137	"Moreno-Grau S"
rs429358-C	1E-75	-	0.17	2.92	-	[3.27-2.6]	APOE	"Alzheimer’s disease (clinical subgroup AD+++)"	"Alzheimer disease"	-	GCST009024	19:44908684	31473137	"Moreno-Grau S"
rs243034-C	1E-6	-	0.394	1.521	-	[1.28-1.76]	MIR4432HG	"Alzheimer's disease in hypertension-negative individuals"	"Alzheimer disease"	-	GCST008437	2:60375757	31055733	"Nazarian A"
rs1353581-?	5E-6	-	0.234	1.5384616	-	[1.43-1.65]	LINC02508,HSP90AA4P	"Alzheimer's disease in hypertension-negative individuals"	"Alzheimer disease"	-	GCST008437	4:189068835	31055733	"Nazarian A"
rs10968750-T	2E-6	-	0.941	2.633	-	[1.77-3.5]	LINGO2	"Alzheimer's disease in hypertension-negative individuals"	"Alzheimer disease"	-	GCST008437	9:28753984	31055733	"Nazarian A"
rs2666895-?	4E-7	-	0.092	1.992032	-	[1.87-2.11]	MIR7154,CHST1	"Alzheimer's disease in hypertension-negative individuals"	"Alzheimer disease"	-	GCST008437	11:45689480	31055733	"Nazarian A"
rs3814837-?	3E-6	-	0.247	1.55521	-	[1.45-1.66]	CATSPERB	"Alzheimer's disease in hypertension-negative individuals"	"Alzheimer disease"	-	GCST008437	14:91725006	31055733	"Nazarian A"
rs11909995-?	4E-6	-	0.176	1.6207455	-	[1.51-1.74]	ATP5PF	"Alzheimer's disease in hypertension-negative individuals"	"Alzheimer disease"	-	GCST008437	21:25725147	31055733	"Nazarian A"
rs429358-?	2E-30	-	0.210	5.24	-	[5.19-5.29]	APOE	"Alzheimer's disease in hypertension-negative individuals"	"Alzheimer disease"	-	GCST008437	19:44908684	31055733	"Nazarian A"
rs78210707-?	4E-6	-	0.011	2.67	-	[2.54-2.80]	GRIN2B	"Alzheimer's disease in hypertension"	"Alzheimer disease"	hypertension	GCST008438	12:13763366	31055733	"Nazarian A"
rs28868104-?	4E-7	-	0.131	1.4534883	-	[1.36-1.55]	EZRP1,RAP1BP2	"Alzheimer's disease in hypertension"	"Alzheimer disease"	hypertension	GCST008438	3:104241993	31055733	"Nazarian A"
rs1925458-?	1E-6	-	0.117	1.552795	-	[1.45-1.66]	SPTLC1P2,RNU6-1060P	"Alzheimer's disease in hypertension"	"Alzheimer disease"	hypertension	GCST008438	6:23378723	31055733	"Nazarian A"
rs75036080-?	3E-6	-	0.02	2.0576131	-	[1.93-2.19]	SLC2A13,C12orf40	"Alzheimer's disease in hypertension"	"Alzheimer disease"	hypertension	GCST008438	12:39882501	31055733	"Nazarian A"
rs429358-?	6E-43	-	0.147	3.26	-	[3.21-3.31]	APOE	"Alzheimer's disease in hypertension"	"Alzheimer disease"	hypertension	GCST008438	19:44908684	31055733	"Nazarian A"
rs12444183-A	7E-12	-	0.378	0.95	-	[0.93-0.96]	PLCG2,CMIP	"Alzheimer's disease"	"Alzheimer disease"	-	GCST012182	16:81739604	34099642	"de Rojas I"
rs17645935-A	9E-8	-	0.801	1.06	-	[1.03-1.08]	RN7SL354P,SPPL2A	"Alzheimer's disease"	"Alzheimer disease"	-	GCST012182	15:50699812	34099642	"de Rojas I"
rs1892676-C	7E-8	-	0.341	1.04	-	[1.03-1.06]	APP-DT,CYYR1-AS1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST012182	21:26221221	34099642	"de Rojas I"
rs2154481-C	1E-11	-	0.462	0.95	-	[0.94-0.96]	APP	"Alzheimer's disease"	"Alzheimer disease"	-	GCST012182	21:26101558	34099642	"de Rojas I"
rs3109899-A	3E-6	-	0.226	0.96	-	[0.94-0.97]	USP50	"Alzheimer's disease"	"Alzheimer disease"	-	GCST012182	15:50532526	34099642	"de Rojas I"
rs35139934-A	3E-8	-	0.0858	1.1	-	[1.06-1.13]	PLEC	"Alzheimer's disease"	"Alzheimer disease"	-	GCST012182	8:143921796	34099642	"de Rojas I"
rs4351014-C	9E-12	-	0.719	0.94	-	[0.92-0.95]	MIR572,LINC02498	"Alzheimer's disease"	"Alzheimer disease"	-	GCST012182	4:11025995	34099642	"de Rojas I"
rs4985556-A	4E-10	-	0.117	1.08	-	[1.06-1.11]	IL34	"Alzheimer's disease"	"Alzheimer disease"	-	GCST012182	16:70660097	34099642	"de Rojas I"
rs7153315-C	9E-7	-	0.735	0.94	-	[0.92-0.97]	IGHEP1,IGHG1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST012182	14:105729382	34099642	"de Rojas I"
rs72835061-A	2E-10	-	0.098	1.09	-	[1.06-1.11]	C17orf107,CHRNE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST012182	17:4902142	34099642	"de Rojas I"
rs7342692-T	6E-9	-	0.095	1.08	-	[1.05-1.11]	PLCG2	"Alzheimer's disease"	"Alzheimer disease"	-	GCST012182	16:81870119	34099642	"de Rojas I"
rs77501143-T	2E-6	-	0.068	1.11	-	[1.06-1.16]	MROH1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST012182	8:144197581	34099642	"de Rojas I"
rs79832570-C	4E-13	-	0.097	1.13	-	[1.09-1.16]	SPATC1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST012182	8:144042819	34099642	"de Rojas I"
rs876461-A	1E-9	-	0.127	1.07	-	[1.05-1.09]	PRKD3	"Alzheimer's disease"	"Alzheimer disease"	-	GCST012182	2:37288815	34099642	"de Rojas I"
rs429358-C	5E-122	-	0.226	3.245	-	[2.941-3.579]	APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038451	19:44908684	34122051	"Wang H"
rs440446-C	7E-25	-	0.321	0.654	-	[0.604-0.71]	APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038451	19:44905910	34122051	"Wang H"
rs4803764-C	6E-17	-	0.279	1.466	-	[1.34-1.603]	NECTIN2	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038451	19:44854120	34122051	"Wang H"
rs7412-T	6E-15	-	0.056	0.527	-	[0.449-0.619]	APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038451	19:44908822	34122051	"Wang H"
rs6859-A	1E-13	-	0.461	1.314	-	[1.222-1.412]	NECTIN2	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038451	19:44878777	34122051	"Wang H"
rs28399664-G	3E-9	-	0.016	2.568	-	[1.882-3.503]	NECTIN2,BCAM	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038451	19:44821499	34122051	"Wang H"
rs138607350-G	3E-8	-	0.013	2.733	-	[1.916-3.898]	NECTIN2	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038451	19:44860563	34122051	"Wang H"
rs449647-T	4E-8	-	0.117	0.702	-	[0.619-0.797]	APOE,TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038451	19:44905307	34122051	"Wang H"
rs6431220-A	5E-10	-	0.24	0.811	-	[0.759-0.867]	NIFKP9,BIN1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	2:127122873	34122051	"Wang H"
rs4748424-G	3E-9	-	0.21	0.682	-	[0.601-0.774]	MRC1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	10:17846684	34122051	"Wang H"
rs429358-C	2E-215	-	0.216	3.655	-	[3.37-3.964]	APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44908684	34122051	"Wang H"
rs405509-G	3E-38	-	0.478	0.683	-	[0.645-0.724]	APOE,TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44905579	34122051	"Wang H"
rs7412-T	2E-31	-	0.057	0.459	-	[0.403-0.523]	APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44908822	34122051	"Wang H"
rs6859-A	5E-27	-	0.459	1.374	-	[1.297-1.456]	NECTIN2	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44878777	34122051	"Wang H"
rs28399637-A	4E-25	-	0.281	1.535	-	[1.416-1.665]	BCAM	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44820881	34122051	"Wang H"
rs11668327-C	4E-20	-	0.127	0.65	-	[0.593-0.712]	TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44895376	34122051	"Wang H"
rs60049679-C	6E-15	-	0.035	2.034	-	[1.702-2.432]	APOC1P1,APOC1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44926451	34122051	"Wang H"
rs28399664-G	1E-13	-	0.016	2.512	-	[1.969-3.204]	NECTIN2,BCAM	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44821499	34122051	"Wang H"
rs2927468-A	1E-12	-	0.448	0.785	-	[0.734-0.839]	NECTIN2	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44854682	34122051	"Wang H"
rs8103315-A	8E-11	-	0.119	1.35	-	[1.233-1.478]	BCL3	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44750911	34122051	"Wang H"
rs2967668-G	2E-9	-	0.094	0.725	-	[0.653-0.805]	CBLC	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44799694	34122051	"Wang H"
rs111371860-T	6E-9	-	0.04	0.642	-	[0.553-0.745]	NECTIN2,BCAM	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44842530	34122051	"Wang H"
rs138607350-G	9E-9	-	0.011	2.277	-	[1.72-3.013]	NECTIN2	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44860563	34122051	"Wang H"
rs10409808-G	1E-8	-	0.263	1.487	-	[1.298-1.703]	APOC4-APOC2,APOC4	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44943004	34122051	"Wang H"
rs2927439-G	1E-8	-	0.327	0.84	-	[0.79-0.892]	BCL3,CEACAM16-AS1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44739483	34122051	"Wang H"
rs74846209-T	3E-8	-	0.097	1.3	-	[1.185-1.426]	PPP1R37,MARK4	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:45146841	34122051	"Wang H"
rs79701229-A	3E-8	-	0.005	3.326	-	[2.174-5.09]	NECTIN2	"Alzheimer's disease"	"Alzheimer disease"	-	GCST90038452	19:44881674	34122051	"Wang H"
rs429358-C	4E-43	-	0.126	2.39	-	[2.11-2.70]	APOE	"Alzheimer's disease (onset at age over 80)"	"Alzheimer disease"	-	GCST009497	19:44908684	30979435	"Lo MT"
rs7412-C	6E-12	-	0.93	1.8518518	-	[1.54-2.22]	APOE	"Alzheimer's disease (onset at age over 80)"	"Alzheimer disease"	-	GCST009497	19:44908822	30979435	"Lo MT"
rs7412-C	3E-33	-	0.947	2.173913	-	[1.89-2.44]	APOE	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44908822	30979435	"Lo MT"
rs111371860-A	1E-12	-	0.961	1.6949153	-	[1.45-1.92]	NECTIN2,BCAM	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44842530	30979435	"Lo MT"
rs440446-G	9E-59	-	0.686	1.6393442	-	[1.56-1.75]	APOE	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44905910	30979435	"Lo MT"
rs449647-A	9E-22	-	0.887	1.6129031	-	[1.45-1.79]	APOE,TOMM40	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44905307	30979435	"Lo MT"
rs78986976-G	5E-8	-	0.968	1.5384616	-	[1.32-1.79]	NECTIN2,BCAM	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44826181	30979435	"Lo MT"
rs35568738-G	9E-10	-	0.953	1.4925373	-	[1.32-1.69]	TOMM40	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44899461	30979435	"Lo MT"
rs71352239-C	3E-14	-	0.807	1.4492754	-	[1.32-1.59]	APOC1,APOC1P1	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44926286	30979435	"Lo MT"
rs2967668-A	3E-11	-	0.913	1.4084507	-	[1.28-1.56]	CBLC	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44799694	30979435	"Lo MT"
rs76692773-C	4E-9	-	0.937	1.4084507	-	[1.27-1.59]	TOMM40	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44890954	30979435	"Lo MT"
rs640345-T	8E-9	-	0.824	1.3157895	-	[1.19-1.45]	KIR3DL2	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:54851404	30979435	"Lo MT"
rs4803748-C	3E-16	-	0.617	1.2820514	-	[1.22-1.37]	CEACAM16-AS1,BCL3	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44743791	30979435	"Lo MT"
rs3851179-C	1E-8	-	0.648	1.1764705	-	[1.11-1.23]	LINC02695,RNU6-560P	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	11:86157598	30979435	"Lo MT"
rs13025717-T	8E-10	-	0.295	1.2	-	[1.13-1.28]	NIFKP9,BIN1	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	2:127128582	30979435	"Lo MT"
rs3818361-A	5E-9	-	0.204	1.21	-	[1.14-1.29]	CR1	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	1:207611623	30979435	"Lo MT"
rs35336243-T	2E-9	-	0.293	1.24	-	[1.15-1.33]	APOC1P1,APOC4	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44939262	30979435	"Lo MT"
rs7561528-A	2E-15	-	0.37	1.26	-	[1.19-1.33]	NIFKP9,BIN1	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	2:127132061	30979435	"Lo MT"
rs79638902-T	1E-10	-	0.127	1.33	-	[1.22-1.45]	CEACAM16-AS1	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44718495	30979435	"Lo MT"
rs74846209-T	9E-16	-	0.101	1.43	-	[1.31-1.56]	PPP1R37,MARK4	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:45146841	30979435	"Lo MT"
rs6859-A	7E-39	-	0.47	1.44	-	[1.36-1.52]	NECTIN2	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44878777	30979435	"Lo MT"
rs4803764-C	1E-34	-	0.282	1.52	-	[1.42-1.63]	NECTIN2	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44854120	30979435	"Lo MT"
rs192775394-C	8E-9	-	0.018	1.88	-	[1.52-2.33]	TRAPPC6A,MARK4	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:45168224	30979435	"Lo MT"
rs60049679-C	1E-17	-	0.038	2.07	-	[1.75-2.44]	APOC1P1,APOC1	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44926451	30979435	"Lo MT"
rs144261139-A	1E-10	-	0.012	2.37	-	[1.82-3.09]	NECTIN2	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44882099	30979435	"Lo MT"
rs141441332-A	1E-11	-	0.012	2.57	-	[1.96-3.38]	APOC1P1,APOC4	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44935318	30979435	"Lo MT"
rs28399664-G	6E-16	-	0.017	2.59	-	[2.06-3.26]	NECTIN2,BCAM	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44821499	30979435	"Lo MT"
rs138607350-G	6E-14	-	0.014	2.66	-	[2.06-3.43]	NECTIN2	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44860563	30979435	"Lo MT"
rs79701229-A	2E-9	-	0.006	3.35	-	[2.26-4.95]	NECTIN2	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44881674	30979435	"Lo MT"
rs429358-C	5E-286	-	0.248	3.93	-	[3.65-4.23]	APOE	"Alzheimer's disease (onset between ages 58 and 79)"	"Alzheimer disease"	-	GCST009496	19:44908684	30979435	"Lo MT"
rs7175766-?,rs3733980-?	7E-10	(men)	NR	-	-	-	"TLN2 x WWC1"	"Alzheimer's disease (SNP x SNP interaction)"	"Alzheimer disease"	-	GCST008056	15:62756146,5:168441804	30201328	"Gusareva ES"
rs1477307-?,rs4077746-?	2E-6	(men)	NR	-	-	-	"WWC1 x TLN2"	"Alzheimer's disease (SNP x SNP interaction)"	"Alzheimer disease"	-	GCST008056	5:168336693,15:62623147	30201328	"Gusareva ES"
rs157582-?	2E-35	(females)	NR	2.6219604	-	-	TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44892962	30636644	"Nazarian A"
rs429358-?	2E-91	-	NR	3.9972339	-	-	APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44908684	30636644	"Nazarian A"
rs7561207-?	4E-6	(females)	NR	2.1267998	-	-	ANTXR1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	2:69138666	30636644	"Nazarian A"
rs769449-?	7E-30	(males)	NR	3.921353	-	-	APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44906745	30636644	"Nazarian A"
rs157580-?	4E-9	(males)	NR	1.7230357	-	-	TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44892009	30636644	"Nazarian A"
rs429358-?	3E-31	(males)	NR	3.8628085	-	-	APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44908684	30636644	"Nazarian A"
rs157580-?	6E-14	(females)	NR	1.6891578	-	-	TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44892009	30636644	"Nazarian A"
rs76252969-?	5E-6	-	NR	1.68319	-	-	RNA5SP489,RPL13AP7	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	21:25277446	30636644	"Nazarian A"
rs2282079-?	4E-6	-	NR	1.6799409	-	-	PAX5,RPL32P21	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	9:37036250	30636644	"Nazarian A"
rs8103315-?	2E-6	(males)	NR	1.6666555	-	-	BCL3	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44750911	30636644	"Nazarian A"
rs9862849-?	3E-6	(males)	NR	1.6597484	-	-	KBTBD8,RPL21P41	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	3:66855351	30636644	"Nazarian A"
rs62402815-?	4E-7	(females)	NR	1.6387721	-	-	LNC-LBCS	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	6:19350484	30636644	"Nazarian A"
rs111436800-?	5E-6	-	NR	1.6282058	-	-	Y_RNA,LINC01689	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	21:23456358	30636644	"Nazarian A"
rs11969759-?	2E-6	(females)	NR	1.6222337	-	-	TNXB	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	6:32053353	30636644	"Nazarian A"
rs2075650-?	2E-71	-	NR	3.2239969	-	-	TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44892362	30636644	"Nazarian A"
rs405697-?	1E-8	(females)	NR	1.5508373	-	-	TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44901434	30636644	"Nazarian A"
rs4420638-?	8E-48	(females)	NR	3.1868043	-	-	APOC1,APOC1P1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44919689	30636644	"Nazarian A"
rs439401-?	3E-9	(females)	NR	1.5058857	-	-	APOC1,APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44911194	30636644	"Nazarian A"
rs584007-?	3E-14	-	NR	1.4945852	-	-	APOC1,APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44913221	30636644	"Nazarian A"
rs71352238-?	6E-38	(females)	NR	3.0343766	-	-	TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44891079	30636644	"Nazarian A"
rs62402815-?	2E-6	-	NR	1.4489708	-	-	LNC-LBCS	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	6:19350484	30636644	"Nazarian A"
rs157582-?	1E-23	(males)	NR	2.8279662	-	-	TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44892962	30636644	"Nazarian A"
rs7963314-?	3E-6	(females)	NR	1.4279574	-	-	LINC02414,LINC02370	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	12:131573284	30636644	"Nazarian A"
rs34925435-?	5E-6	(males)	NR	2.7270248	-	-	TMCC1-DT,TRH	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	3:129947221	30636644	"Nazarian A"
rs10402271-?	2E-9	(females)	NR	1.4007349	-	-	BCAM,NECTIN2	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44825957	30636644	"Nazarian A"
rs2233083-?	1E-6	-	NR	7.2292986	-	-	MAPK7	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	17:19383150	30636644	"Nazarian A"
rs77104831-?	2E-6	(males)	NR	4.27716	-	-	FBXL13	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	7:102911421	30636644	"Nazarian A"
rs12450778-?	2E-6	(females)	NR	2.4201357	-	-	SRCIN1,EPOP	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	17:38658216	30636644	"Nazarian A"
rs429358-?	1E-53	(females)	NR	3.921738	-	-	APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44908684	30636644	"Nazarian A"
rs12450778-?	2E-6	-	NR	2.0929258	-	-	SRCIN1,EPOP	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	17:38658216	30636644	"Nazarian A"
rs769449-?	2E-83	-	NR	3.8717523	-	-	APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44906745	30636644	"Nazarian A"
rs157580-?	4E-23	-	NR	1.7063565	-	-	TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44892009	30636644	"Nazarian A"
rs769449-?	6E-47	(females)	NR	3.7354689	-	-	APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44906745	30636644	"Nazarian A"
rs73165159-?	3E-6	(males)	NR	3.3545792	-	-	SMIM45	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	22:41950038	30636644	"Nazarian A"
rs4420638-?	2E-24	(males)	NR	3.3425252	-	-	APOC1,APOC1P1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44919689	30636644	"Nazarian A"
rs56131196-?	3E-24	(males)	NR	3.3117516	-	-	APOC1,APOC1P1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44919589	30636644	"Nazarian A"
rs71352238-?	2E-25	(males)	NR	3.295186	-	-	TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44891079	30636644	"Nazarian A"
rs2075650-?	8E-26	(males)	NR	3.2904043	-	-	TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44892362	30636644	"Nazarian A"
rs56131196-?	6E-77	-	NR	3.2625577	-	-	APOC1,APOC1P1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44919589	30636644	"Nazarian A"
rs4420638-?	9E-77	-	NR	3.2591338	-	-	APOC1,APOC1P1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44919689	30636644	"Nazarian A"
rs405697-?	1E-13	-	NR	1.5548013	-	-	TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44901434	30636644	"Nazarian A"
rs56131196-?	4E-48	(females)	NR	3.2052002	-	-	APOC1,APOC1P1	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44919589	30636644	"Nazarian A"
rs584007-?	2E-9	(females)	NR	1.5096664	-	-	APOC1,APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44913221	30636644	"Nazarian A"
rs71352238-?	7E-69	-	NR	3.181876	-	-	TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44891079	30636644	"Nazarian A"
rs1497197-?	3E-6	-	NR	1.4972146	-	-	MRM1,LHX1-DT	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	17:36819274	30636644	"Nazarian A"
rs2075650-?	1E-39	(females)	NR	3.1072497	-	-	TOMM40	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44892362	30636644	"Nazarian A"
rs439401-?	6E-14	-	NR	1.486781	-	-	APOC1,APOE	"Alzheimer's disease"	"Alzheimer disease"	-	GCST007600	19:44911194	30636644	"Nazarian A"
