riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs10986291-T	1E-8	-	0.335036	1.0367836	-	"[1.02396280128685-1.04976498247369]"	NEK6,LHX2	Asthma	asthma	-	GCST010042	9:124253992	32296059	"Han Y"
rs11539209-T	1E-10	-	0.920527	1.0740873	-	"[1.05108988368768-1.09758781222079]"	ZDHHC12	Asthma	asthma	-	GCST010042	9:128721272	32296059	"Han Y"
rs117137535-A	4E-9	-	0.025441999999999965	1.128491	-	"[1.08397923928279-1.17483064332888]"	ARRDC1	Asthma	asthma	-	GCST010042	9:137605991	32296059	"Han Y"
rs12722502-C	1E-24	-	0.982952	1.2702866	-	"[1.2135339925021-1.32969322362422]"	IL2RA	Asthma	asthma	-	GCST010042	10:6051176	32296059	"Han Y"
rs2197415-G	6E-60	-	0.582284	1.1044852	-	"[1.09139074428887-1.11773678101633]"	LINC00709,LINC02676	Asthma	asthma	-	GCST010042	10:9020893	32296059	"Han Y"
rs12775438-C	1E-8	-	0.616849	1.0358254	-	"[1.02339071472577-1.04841114017365]"	ALDH7A1P4,LINC02929	Asthma	asthma	-	GCST010042	10:62677713	32296059	"Han Y"
rs1227677510-C	1E-12	-	0.556886	1.0440534	-	"[1.03175279853403-1.056500748371]"	-	Asthma	asthma	-	GCST010042	-	32296059	"Han Y"
rs12788104-G	3E-15	-	0.676335	1.0523579	-	"[1.03908971790108-1.06579557171157]"	MUC2,MUC5AC	Asthma	asthma	-	GCST010042	11:1129831	32296059	"Han Y"
rs11042902-T	4E-9	-	0.29993800000000004	1.0395753	-	"[1.02624203689308-1.05308191636175]"	IRAG1	Asthma	asthma	-	GCST010042	11:10634076	32296059	"Han Y"
rs7108441-A	4E-9	-	0.725239	1.0406339	-	"[1.02692405670356-1.05452679518749]"	PRR5L	Asthma	asthma	-	GCST010042	11:36330231	32296059	"Han Y"
rs1535-A	4E-14	-	0.660367	1.0492396	-	"[1.03626724958544-1.06237449777925]"	FADS2	Asthma	asthma	-	GCST010042	11:61830500	32296059	"Han Y"
rs479844-G	1E-18	-	0.54558	1.0547837	-	"[1.04237722311121-1.06733790161191]"	OVOL1,AP5B1	Asthma	asthma	-	GCST010042	11:65784486	32296059	"Han Y"
rs7936323-A	6E-74	-	0.472974	1.1152614	-	"[1.10223088865903-1.12844600435319]"	EMSY,LINC02757	Asthma	asthma	-	GCST010042	11:76582714	32296059	"Han Y"
rs539524-G	1E-10	-	0.696644	1.0436375	-	"[1.03020973121752-1.05724037162945]"	SIK2	Asthma	asthma	-	GCST010042	11:111606601	32296059	"Han Y"
rs12365699-G	2E-17	-	0.836856	1.0718168	-	"[1.05483384624064-1.08907327958864]"	CXCR5,Y_RNA	Asthma	asthma	-	GCST010042	11:118872577	32296059	"Han Y"
rs1940377-G	9E-12	-	0.787083	1.0513296	-	"[1.03630865380046-1.06656823804872]"	ETS1,LINC02098	Asthma	asthma	-	GCST010042	11:128261371	32296059	"Han Y"
rs11168244-C	4E-9	-	0.768438	1.0428624	-	"[1.02837339612537-1.05755553761353]"	HDAC7	Asthma	asthma	-	GCST010042	12:47809158	32296059	"Han Y"
rs62623446-T	6E-9	-	0.06834700000000005	1.0713284	-	"[1.0467025768701-1.09653363741699]"	TESPA1	Asthma	asthma	-	GCST010042	12:54974507	32296059	"Han Y"
rs3024971-T	3E-32	-	0.895093	1.1226287	-	"[1.10130557400131-1.14436473003285]"	STAT6	Asthma	asthma	-	GCST010042	12:57099944	32296059	"Han Y"
rs11178649-G	2E-9	-	0.601967	1.037402	-	"[1.02499484869509-1.04995944088449]"	TSPAN8	Asthma	asthma	-	GCST010042	12:71139458	32296059	"Han Y"
rs377150901-G	4E-10	-	0.861957	1.0561837	-	"[1.03827414919458-1.07440206223301]"	-	Asthma	asthma	-	GCST010042	-	32296059	"Han Y"
rs11065987-A	3E-8	-	0.598613	1.0347302	-	"[1.02226687008468-1.04734545727041]"	BRAP,ATXN2-AS	Asthma	asthma	-	GCST010042	12:111634620	32296059	"Han Y"
rs2701184-T	2E-11	-	0.58789	1.0415916	-	"[1.02921701919994-1.05411508796116]"	RPL12P33,CLIC1P1	Asthma	asthma	-	GCST010042	12:120915285	32296059	"Han Y"
rs34270626-GT	6E-10	-	0.648976	1.0397792	-	"[1.02701689441644-1.05270006273213]"	COG6	Asthma	asthma	-	GCST010042	13:39779254	32296059	"Han Y"
rs61960013-G	7E-9	-	0.211368	1.0436537	-	"[1.02866995432231-1.05885583650163]"	NRAD1	Asthma	asthma	-	GCST010042	13:43916045	32296059	"Han Y"
rs61957178-T	3E-10	-	0.165339	1.0521557	-	"[1.03562224020029-1.06895330034983]"	LINC00393	Asthma	asthma	-	GCST010042	13:73421057	32296059	"Han Y"
rs34259893-C	9E-19	-	0.6863779999999999	1.0596404	-	"[1.04612209898223-1.07333330109394]"	UBAC2	Asthma	asthma	-	GCST010042	13:99377210	32296059	"Han Y"
rs2007960-T	7E-11	-	0.6061030000000001	1.0409938	-	"[1.02849473767269-1.05364468199319]"	DNAJC8P1,NFKBIA	Asthma	asthma	-	GCST010042	14:35413729	32296059	"Han Y"
rs1950897-C	3E-16	-	0.296881	1.0559747	-	"[1.04227299178085-1.06985664256798]"	RAD51B	Asthma	asthma	-	GCST010042	14:68293424	32296059	"Han Y"
rs10131290-C	2E-10	-	0.32987599999999995	1.0414252	-	"[1.02847538109455-1.05453819620849]"	RIN3	Asthma	asthma	-	GCST010042	14:92549134	32296059	"Han Y"
rs4906259-C	1E-9	-	0.17413100000000004	1.0500475	-	"[1.03374584627989-1.06660629287547]"	RCOR1,TRAF3	Asthma	asthma	-	GCST010042	14:102762080	32296059	"Han Y"
rs1655558-G	1E-11	-	0.558991	1.0425352	-	"[1.03011441910146-1.05510564874535]"	ITPKA	Asthma	asthma	-	GCST010042	15:41495387	32296059	"Han Y"
rs11071559-C	2E-27	-	0.859587	1.0986217	-	"[1.08008159056028-1.11748006536529]"	RORA	Asthma	asthma	-	GCST010042	15:60777789	32296059	"Han Y"
rs56375023-A	5E-57	-	0.228719	1.1204897	-	"[1.10489925623644-1.13630020829068]"	SMAD3	Asthma	asthma	-	GCST010042	15:67156025	32296059	"Han Y"
rs4842921-G	5E-10	-	0.605551	1.0389574	-	"[1.02653646878929-1.05152843953779]"	ADAMTSL3	Asthma	asthma	-	GCST010042	15:83887871	32296059	"Han Y"
rs35441874-T	7E-42	-	0.754202	1.0995073	-	"1.08453690782996-1.11468434713069]"	CLEC16A	Asthma	asthma	-	GCST010042	16:11119164	32296059	"Han Y"
rs3024622-G	7E-22	-	0.350356	1.0627002	-	"1.04960343556163-1.07596031623203]"	IL4R	Asthma	asthma	-	GCST010042	16:27354132	32296059	"Han Y"
rs2066844-T	3E-9	-	0.044763	1.0895472	-	"1.05905155654981-1.12092082938419]"	NOD2	Asthma	asthma	-	GCST010042	16:50712015	32296059	"Han Y"
rs71368508-C	7E-10	-	0.979488	1.1407447	-	"1.09402023022414-1.18946471518921]"	LINC01996,RNU6-955P	Asthma	asthma	-	GCST010042	17:4618178	32296059	"Han Y"
rs72842819-C	3E-9	-	0.11639500000000003	1.0573143	-	"1.03798991345177-1.07699840729814]"	SPEM1,SPEM2	Asthma	asthma	-	GCST010042	17:7425502	32296059	"Han Y"
rs750065349-GC	9E-10	-	0.463451	1.0376351	-	"1.02545590125554-1.04995902154559]"	MAP2K4,LINC00670	Asthma	asthma	-	GCST010042	17:12290127	32296059	"Han Y"
rs2305479-C	3E-69	-	0.503575	1.1115996	-	"1.09857261213927-1.12478100946316]"	GSDMB	Asthma	asthma	-	GCST010042	17:39905964	32296059	"Han Y"
rs9909628-A	3E-11	-	0.684838	1.0440136	-	"1.03082126991627-1.05737475499095]"	STAT5B	Asthma	asthma	-	GCST010042	17:42266553	32296059	"Han Y"
rs4247364-G	9E-14	-	0.30051	1.0500362	-	"1.03665496174751-1.0635901481432]"	MAP3K14-AS1,SPATA32	Asthma	asthma	-	GCST010042	17:45259320	32296059	"Han Y"
rs72833417-T	3E-12	-	0.12717599999999996	1.0665832	-	"1.04741269729047-1.08610451190362]"	OSBPL7,TBX21	Asthma	asthma	-	GCST010042	17:47795683	32296059	"Han Y"
rs12952581-A	5E-21	-	0.35009	1.0613797	-	"1.0482954853923-1.07462705454153]"	PHB1,ZNF652-AS1	Asthma	asthma	-	GCST010042	17:49370984	32296059	"Han Y"
rs1991401-A	1E-8	-	0.688429	1.0379757	-	"1.0247751589764-1.05134626607123]"	DDX5	Asthma	asthma	-	GCST010042	17:64506317	32296059	"Han Y"
rs76848919-C	6E-9	-	0.19947099999999995	1.0448253	-	"1.02952806486462-1.06034995216004]"	LINC01993,SOCS3	Asthma	asthma	-	GCST010042	17:78356473	32296059	"Han Y"
rs12956924-A	4E-8	-	0.315512	1.0365282	-	"1.02337271144026-1.04985278553262]"	SMAD7	Asthma	asthma	-	GCST010042	18:48924776	32296059	"Han Y"
rs11379197-GT	2E-10	-	0.24746100000000004	1.0460713	-	"1.03167130576522-1.06067235724846]"	POLI	Asthma	asthma	-	GCST010042	18:54273387	32296059	"Han Y"
rs3826620-G	1E-9	-	0.711184	1.0411626	-	"1.02768230209461-1.05481972279216]"	TNFRSF11A	Asthma	asthma	-	GCST010042	18:62354271	32296059	"Han Y"
rs12964116-G	3E-9	-	0.036428000000000016	1.0997304	-	"1.06583849646651-1.13470005768462]"	SERPINB7	Asthma	asthma	-	GCST010042	18:63775385	32296059	"Han Y"
rs117552144-T	4E-11	-	0.06393300000000002	1.0897738	-	"1.06237877984166-1.11787523000303]"	GNA15	Asthma	asthma	-	GCST010042	19:3136093	32296059	"Han Y"
rs10420217-C	2E-8	-	0.283281	1.0384583	-	"1.02485901559187-1.05223806465017]"	MPND	Asthma	asthma	-	GCST010042	19:4355874	32296059	"Han Y"
rs755023315-G	3E-9	-	0.29203500000000004	1.0412879	-	"1.02750184475969-1.05525880650068]"	-	Asthma	asthma	-	GCST010042	-	32296059	"Han Y"
rs7626218-A	4E-15	-	0.6	-	-	-	TBL1XR1	Asthma	asthma	-	GCST010043	3:177134250	32296059	"Han Y"
rs13099273-A	5E-26	-	0.49	-	-	-	LPP	Asthma	asthma	-	GCST010043	3:188415730	32296059	"Han Y"
rs7636495-G	2E-16	-	0.82	-	-	-	NRROS,PIGX	Asthma	asthma	-	GCST010043	3:196641065	32296059	"Han Y"
rs5743618-C	4E-42	-	0.73	-	-	-	TLR1	Asthma	asthma	-	GCST010043	4:38797027	32296059	"Han Y"
rs4145717-T	1E-28	-	0.32	-	-	-	ADAD1	Asthma	asthma	-	GCST010043	4:122394921	32296059	"Han Y"
rs6842889-T	5E-9	-	0.61	-	-	-	KRT18P51,GUSBP5	Asthma	asthma	-	GCST010043	4:144558728	32296059	"Han Y"
rs16903574-G	2E-15	-	0.07	-	-	-	OTULINL	Asthma	asthma	-	GCST010043	5:14610200	32296059	"Han Y"
rs12697352-G	6E-21	-	0.66	-	-	-	IL7R,SPEF2	Asthma	asthma	-	GCST010043	5:35837132	32296059	"Han Y"
rs1837253-C	8E-81	-	0.73	-	-	-	TSLP,BCLAF1P1	Asthma	asthma	-	GCST010043	5:111066174	32296059	"Han Y"
rs3813308-G	4E-12	-	0.43	-	-	-	TNFAIP8	Asthma	asthma	-	GCST010043	5:119355086	32296059	"Han Y"
rs11950815-G	2E-14	-	0.63	-	-	-	RAPGEF6	Asthma	asthma	-	GCST010043	5:131619794	32296059	"Han Y"
rs848-A	9E-53	-	0.19	-	-	-	TH2LCRR,IL13	Asthma	asthma	-	GCST010043	5:132660808	32296059	"Han Y"
rs10875596-C	6E-26	-	0.62	-	-	-	NDFIP1	Asthma	asthma	-	GCST010043	5:142116150	32296059	"Han Y"
rs11746314-G	2E-12	-	0.06	-	-	-	CYFIP2	Asthma	asthma	-	GCST010043	5:157325949	32296059	"Han Y"
rs61665417-C	1E-12	-	0.71	-	-	-	MIR3142HG,ATP10B	Asthma	asthma	-	GCST010043	5:160491328	32296059	"Han Y"
rs56297224-A	4E-8	-	0.26	-	-	-	SLC34A1	Asthma	asthma	-	GCST010043	5:177388879	32296059	"Han Y"
rs12196306-G	2E-8	-	0.81	-	-	-	LINC03066,DUSP22	Asthma	asthma	-	GCST010043	6:249788	32296059	"Han Y"
rs3777755-C	5E-9	-	0.7	-	-	-	HIVEP1	Asthma	asthma	-	GCST010043	6:12159466	32296059	"Han Y"
rs13203384-A	4E-8	-	0.21	-	-	-	LNC-LBCS	Asthma	asthma	-	GCST010043	6:19341070	32296059	"Han Y"
rs952579-A	7E-9	-	0.14	-	-	-	CASC15	Asthma	asthma	-	GCST010043	6:21884209	32296059	"Han Y"
rs766406-T	6E-14	-	0.65	-	-	-	H4C8,H3C9P	Asthma	asthma	-	GCST010043	6:26319360	32296059	"Han Y"
rs1233578-G	2E-17	-	0.18	-	-	-	RPSAP2,NOP56P1	Asthma	asthma	-	GCST010043	6:28744470	32296059	"Han Y"
rs9272346-A	2E-156	-	0.61	-	-	-	HLA-DQA1	Asthma	asthma	-	GCST010043	6:32636595	32296059	"Han Y"
rs411919-G	8E-14	-	0.73	-	-	-	ZNF70P1,HTATSF1P1	Asthma	asthma	-	GCST010043	6:33226700	32296059	"Han Y"
rs9394288-T	3E-8	-	0.2	-	-	-	SCUBE3,ZNF76	Asthma	asthma	-	GCST010043	6:35254233	32296059	"Han Y"
rs1504215-G	2E-46	-	0.66	-	-	-	BACH2	Asthma	asthma	-	GCST010043	6:90296508	32296059	"Han Y"
rs9372120-G	7E-10	-	0.2	-	-	-	ATG5	Asthma	asthma	-	GCST010043	6:106219660	32296059	"Han Y"
rs11759732-A	3E-10	-	0.85	-	-	-	SESN1	Asthma	asthma	-	GCST010043	6:109048803	32296059	"Han Y"
rs813915-T	9E-19	-	0.25	-	-	-	THEMIS,PTPRK	Asthma	asthma	-	GCST010043	6:127966168	32296059	"Han Y"
rs4526212-A	2E-13	-	0.37	-	-	-	AHI1	Asthma	asthma	-	GCST010043	6:135483493	32296059	"Han Y"
rs17264332-A	2E-10	-	0.79	-	-	-	LINC03004	Asthma	asthma	-	GCST010043	6:137684378	32296059	"Han Y"
rs13190880-T	2E-9	-	0.09	-	-	-	HIVEP2	Asthma	asthma	-	GCST010043	6:142901633	32296059	"Han Y"
rs431362-A	2E-10	-	0.36	-	-	-	ZC3H12D	Asthma	asthma	-	GCST010043	6:149466242	32296059	"Han Y"
rs4599658-G	2E-9	-	0.47	-	-	-	SCAF8	Asthma	asthma	-	GCST010043	6:154753371	32296059	"Han Y"
rs73033536-T	6E-13	-	0.91	-	-	-	CARD11,SDK1-AS1	Asthma	asthma	-	GCST010043	7:3110249	32296059	"Han Y"
rs10244416-C	7E-24	-	0.49	-	-	-	EEF1A1P27,ITGB8	Asthma	asthma	-	GCST010043	7:20536128	32296059	"Han Y"
rs1800797-G	4E-14	-	0.6	-	-	-	IL6-AS1,STEAP1B,IL6	Asthma	asthma	-	GCST010043	7:22726602	32296059	"Han Y"
rs917117-A	4E-23	-	0.21	-	-	-	JAZF1	Asthma	asthma	-	GCST010043	7:28136686	32296059	"Han Y"
rs9886239-A	8E-10	-	0.67	-	-	-	SPMIP7,IKZF1	Asthma	asthma	-	GCST010043	7:50296955	32296059	"Han Y"
rs2190097-C	1E-8	-	0.24	-	-	-	GSAP	Asthma	asthma	-	GCST010043	7:77409628	32296059	"Han Y"
rs7014953-A	8E-9	-	0.6	-	-	-	PRAG1,FAM86B3P	Asthma	asthma	-	GCST010043	8:8310891	32296059	"Han Y"
rs4739738-G	5E-40	-	0.36	-	-	-	RNU6-1213P,RPL13AP18	Asthma	asthma	-	GCST010043	8:80379410	32296059	"Han Y"
rs13277355-A	3E-15	-	0.27	-	-	-	MYC,PVT1	Asthma	asthma	-	GCST010043	8:127765473	32296059	"Han Y"
rs34173062-A	6E-10	-	0.07	-	-	-	SHARPIN	Asthma	asthma	-	GCST010043	8:144103704	32296059	"Han Y"
rs992969-A	8E-107	-	0.25	-	-	-	IL33,GTF3AP1	Asthma	asthma	-	GCST010043	9:6209697	32296059	"Han Y"
rs274945-A	1E-11	-	0.51	-	-	-	LINC01239,SUMO2P2	Asthma	asthma	-	GCST010043	9:23585743	32296059	"Han Y"
rs1537504-A	1E-11	-	0.23	-	-	-	COL15A1	Asthma	asthma	-	GCST010043	9:99067260	32296059	"Han Y"
rs4978607-C	5E-8	-	0.88	-	-	-	TEX48,TNFSF15	Asthma	asthma	-	GCST010043	9:114746157	32296059	"Han Y"
rs1930781-G	1E-12	-	0.35	-	-	-	TRAF1	Asthma	asthma	-	GCST010043	9:120925556	32296059	"Han Y"
rs10986311-C	2E-12	-	0.37	-	-	-	NEK6	Asthma	asthma	-	GCST010043	9:124309214	32296059	"Han Y"
rs9272346-?	2E-8	(Adult)	NR	-	-	-	HLA-DQA1	Asthma	asthma	-	GCST001763	6:32636595	23181788	"Lasky-Su J"
rs3771180-?	2E-15	-	NR	-	-	-	IL18R1,IL1RL1	Asthma	asthma	-	GCST001182	2:102337157	21804549	"Torgerson DG"
rs1837253-?	1E-14	-	NR	-	-	-	TSLP,BCLAF1P1	Asthma	asthma	-	GCST001182	5:111066174	21804549	"Torgerson DG"
rs2381416-?	2E-12	-	NR	-	-	-	RANBP6,GTF3AP1	Asthma	asthma	-	GCST001182	9:6193455	21804549	"Torgerson DG"
rs11078927-?	2E-16	-	NR	-	-	-	GSDMB	Asthma	asthma	-	GCST001182	17:39908152	21804549	"Torgerson DG"
rs4845783-?	6E-6	-	NR	-	-	-	LCE3E,CRCT1	Asthma	asthma	-	GCST001182	1:152520083	21804549	"Torgerson DG"
rs11214966-?	6E-7	-	NR	-	-	-	NNMT,C11orf71	Asthma	asthma	-	GCST001182	11:114360533	21804549	"Torgerson DG"
rs1101999-?	4E-9	-	NR	-	-	-	PYHIN1	Asthma	asthma	-	GCST001182	1:158962765	21804549	"Torgerson DG"
rs3019885-G	5E-13	-	0.31	1.34	-	[1.24-1.45]	SLC30A8	Asthma	asthma	-	GCST001172	8:117013406	21814517	"Noguchi E"
rs987870-C	2E-10	-	0.14	1.4	-	[1.26-1.55]	HLA-DPA1	Asthma	asthma	-	GCST001172	6:33075103	21814517	"Noguchi E"
rs7216389-T	9E-11	-	0.52	1.45	-	[1.17-1.81]	GSDMB	Asthma	asthma	-	GCST000061	17:39913696	17611496	"Moffatt MF"
rs1701704-G	2E-14	-	0.3433	1.07	-	[1.05-1.09]	IKZF4	Asthma	asthma	-	GCST011157	12:56018703	32700739	"Salinas YD"
rs1588265-C	3E-8	-	0.29	1.18	-	[1.08-1.30]	PDE4D	Asthma	asthma	-	GCST000389	5:60073967	19426955	"Himes BE"
rs2786098-?	2E-13	-	NR	-	-	[NR]	CRB1	Asthma	asthma	-	GCST000548	1:197356778	20032318	"Sleiman PM"
rs2786098-?	9E-11	(EA)	0.848	1.43	-	-	CRB1	Asthma	asthma	-	GCST000548	1:197356778	20032318	"Sleiman PM"
rs1295686-T	1E-7	-	0.20	1.15	-	[1.09-1.20]	TH2LCRR,IL13	Asthma	asthma	-	GCST000804	5:132660151	20860503	"Moffatt MF"
rs3771166-G	3E-9	-	0.62	1.15	-	[1.10-1.20]	IL18R1	Asthma	asthma	-	GCST000804	2:102369762	20860503	"Moffatt MF"
rs1342326-C	9E-10	-	0.16	1.2	-	[1.13-1.28]	RANBP6,GTF3AP1	Asthma	asthma	-	GCST000804	9:6190076	20860503	"Moffatt MF"
rs3894194-A	5E-9	-	0.45	1.17	-	[1.11-1.23]	GSDMA	Asthma	asthma	-	GCST000804	17:39965740	20860503	"Moffatt MF"
rs2284033-G	1E-8	-	0.56	1.12	-	[1.08-1.16]	IL2RB	Asthma	asthma	-	GCST000804	22:37137994	20860503	"Moffatt MF"
rs744910-G	4E-9	-	0.49	1.12	-	[1.09-1.16]	SMAD3	Asthma	asthma	-	GCST000804	15:67154447	20860503	"Moffatt MF"
rs9273349-C	7E-14	-	0.58	1.18	-	[1.13-1.24]	HLA-DQB1,HLA-DQA1	Asthma	asthma	-	GCST000804	6:32658092	20860503	"Moffatt MF"
rs2305480-G	1E-7	-	0.55	1.18	-	[1.11-1.23]	GSDMB	Asthma	asthma	-	GCST000804	17:39905943	20860503	"Moffatt MF"
rs2073643-T	2E-7	-	0.45	1.11	-	[1.06-1.15]	SLC22A5	Asthma	asthma	-	GCST000804	5:132387596	20860503	"Moffatt MF"
rs11071559-C	1E-7	-	0.86	1.18	-	[1.11-1.25]	RORA	Asthma	asthma	-	GCST000804	15:60777789	20860503	"Moffatt MF"
rs10762058-G	6E-6	-	0.25	5.0	-	[2.36-10.6]	CTNNA3	"Asthma (toluene diisocyanate-induced)"	asthma	-	GCST000330	10:66328750	19187332	"Kim SH"
rs9319321-T	3E-6	-	0.29	5.2	-	[2.47-10.92]	FGFR1OP2P1,GPR12	"Asthma (toluene diisocyanate-induced)"	asthma	-	GCST000330	13:26841536	19187332	"Kim SH"
rs16937883-G	7E-6	-	0.02	5.29	-	[2.41-11.61]	SLC24A2,MLLT3	"Asthma (toluene diisocyanate-induced)"	asthma	-	GCST000330	9:20098713	19187332	"Kim SH"
rs6456042-?	6E-6	-	NR	-	-	-	TBXT,GAPDHP72	Asthma	asthma	-	GCST001495	6:166121254	22538805	"Tantisira KG"
rs13408661-G	1E-9	-	0.84	1.23	-	[1.15-1.31]	IL1RL1,IL18R1	Asthma	asthma	-	GCST001701	2:102338622	23028483	"Ramasamy A"
rs9268516-T	1E-8	-	0.24	1.15	-	[1.10-1.21]	HLA-DRA,TSBP1-AS1	Asthma	asthma	-	GCST001701	6:32411712	23028483	"Ramasamy A"
rs6503525-C	5E-7	-	0.43	1.33	-	[NR]	LRRC3C	Asthma	asthma	-	GCST000910	17:39938921	21150878	"Ferreira MA"
rs2244012-C	3E-7	-	0.21	1.64	-	[1.36-1.97]	RAD50	Asthma	asthma	-	GCST000576	5:132565533	20159242	"Li X"
rs17525472-?	2E-6	-	NR	-	-	-	SCG3,DMXL2	Asthma	asthma	-	GCST000576	15:51677471	20159242	"Li X"
rs4815617-?	8E-6	-	NR	-	-	-	AP5S1,MAVS	Asthma	asthma	-	GCST000576	20:3846662	20159242	"Li X"
chr2:211694960-?	7E-6	-	NR	1.59	-	[1.30-1.94]	-	Asthma	asthma	-	GCST001508	-	22561531	"Wan YI"
rs6867913-?	4E-6	-	NR	1.33	-	[1.18-1.49]	GNPDA1,NDFIP1	Asthma	asthma	-	GCST001508	5:142066415	22561531	"Wan YI"
rs10970976-?	4E-6	-	NR	1.28	-	[1.16-1.43]	ACO1	Asthma	asthma	-	GCST001508	9:32433528	22561531	"Wan YI"
rs4794820-?	1E-8	-	NR	1.33	-	[1.20-1.45]	LRRC3C	Asthma	asthma	-	GCST001508	17:39933091	22561531	"Wan YI"
rs16984547-?	4E-6	-	NR	1.43	-	[1.23-1.66]	ZNF665	Asthma	asthma	-	GCST001508	19:53178789	22561531	"Wan YI"
rs9807989-?	6E-8	-	NR	1.33	-	[1.20-1.47]	IL18R1	Asthma	asthma	-	GCST001508	2:102354740	22561531	"Wan YI"
rs11745587-?	2E-6	-	NR	1.26	-	[1.15-1.39]	IRF1,IRF1-AS1	Asthma	asthma	-	GCST001508	5:132461230	22561531	"Wan YI"
rs7686660-T	2E-12	-	0.27	1.16	-	[1.11-1.21]	USP38-DT	Asthma	asthma	-	GCST001183	4:143082006	21804548	"Hirota T"
rs3805236-G	7E-8	-	0.25	1.12	-	[1.08-1.17]	GAB1	Asthma	asthma	-	GCST001183	4:143436584	21804548	"Hirota T"
rs1837253-C	1E-16	-	0.35	1.17	-	[1.13-1.22]	TSLP,BCLAF1P1	Asthma	asthma	-	GCST001183	5:111066174	21804548	"Hirota T"
rs204993-A	2E-15	-	0.58	1.17	-	[1.12-1.21]	PBX2	Asthma	asthma	-	GCST001183	6:32187804	21804548	"Hirota T"
rs404860-A	4E-23	-	0.50	1.21	-	[1.16-1.25]	NOTCH4	Asthma	asthma	-	GCST001183	6:32216568	21804548	"Hirota T"
rs3129943-T	3E-15	-	0.62	1.17	-	[1.12-1.21]	TSBP1,TSBP1-AS1	Asthma	asthma	-	GCST001183	6:32370918	21804548	"Hirota T"
rs3117098-G	5E-12	-	0.25	1.16	-	[1.11-1.21]	TSBP1-AS1	Asthma	asthma	-	GCST001183	6:32390736	21804548	"Hirota T"
rs3129890-T	5E-13	-	0.61	1.15	-	[1.11-1.20]	HLA-DRA,HLA-DRB9	Asthma	asthma	-	GCST001183	6:32446496	21804548	"Hirota T"
rs10508372-C	2E-15	-	0.433	1.16	-	[1.12-1.21]	LINC02676,LINC00709	Asthma	asthma	-	GCST001183	10:8930055	21804548	"Hirota T"
rs1701704-G	2E-13	-	0.18	1.19	-	[1.14-1.25]	IKZF4	Asthma	asthma	-	GCST001183	12:56018703	21804548	"Hirota T"
rs2069408-C	1E-10	-	0.23	1.15	-	[1.10-1.20]	PMEL,CDK2	Asthma	asthma	-	GCST001183	12:55970537	21804548	"Hirota T"
rs7775228-A	5E-15	-	0.63	1.17	-	[1.12-1.21]	MTCO3P1,HLA-DQB1	Asthma	asthma	-	GCST001183	6:32690302	21804548	"Hirota T"
rs9275698-T	5E-12	-	0.79	1.18	-	[1.12-1.24]	HLA-DQB3,MTCO3P1	Asthma	asthma	-	GCST001183	6:32720196	21804548	"Hirota T"
rs9500927-T	4E-9	-	0.26	1.13	-	[1.09-1.18]	HLA-DOA,BRD2	Asthma	asthma	-	GCST001183	6:32993584	21804548	"Hirota T"
rs3119939-?	8E-6	-	0.51	1.08	-	[1.04-1.10]	LINC00376,LINC00448	Asthma	asthma	-	GCST001226	13:63064196	21907864	"Ferreira MA"
rs7922491-A	5E-7	-	0.11	1.13	-	[1.08-1.19]	PRKG1	Asthma	asthma	-	GCST001226	10:51733713	21907864	"Ferreira MA"
rs4129267-T	2E-8	-	0.37	1.09	-	[1.06-1.12]	IL6R	Asthma	asthma	-	GCST001226	1:154453788	21907864	"Ferreira MA"
rs7130588-G	2E-8	-	0.34	1.09	-	[1.06-1.13]	EMSY,LINC02757	Asthma	asthma	-	GCST001226	11:76559639	21907864	"Ferreira MA"
rs17843604-?	1E-18	-	NR	1.1111112	-	[1.08-1.14]	HLA-DQA1,HLA-DQB1	"Adult asthma"	asthma	-	GCST007596	6:32652506	30578877	"Dahlin A"
rs9269080-?	1E-8	-	NR	1.098901	-	[1.05-1.11]	HLA-DRB9	"Adult asthma"	asthma	-	GCST007596	6:32473192	30578877	"Dahlin A"
rs1420101-T	8E-15	-	NR	1.1	-	[1.06-1.13]	IL18R1,IL1RL1	"Adult asthma"	asthma	-	GCST007596	2:102341256	30578877	"Dahlin A"
rs9866261-G	1E-7	-	0.125	1.45	-	[1.26-1.66]	ADAMTS9	Asthma	asthma	-	GCST003176	3:64540891	26620591	"Barreto-Luis A"
rs10197862-?	2E-6	-	NR	1.99	-	[NR]	IL1RL1,IL18R1	Asthma	asthma	-	GCST003176	2:102350089	26620591	"Barreto-Luis A"
rs4795397-A	4E-12	-	0.64	-	-	-	ZPBP2,IKZF3	Asthma	asthma	-	GCST004390	17:39867492	28461288	"Yan Q"
rs11078927-C	1E-12	(Children)	0.57	1.52	-	-	GSDMB	Asthma	asthma	-	GCST004390	17:39908152	28461288	"Yan Q"
rs907092-G	1E-12	-	0.66	1.41	-	-	IKZF3	Asthma	asthma	-	GCST004390	17:39766006	28461288	"Yan Q"
rs13227841-C	2E-9	-	0.680363399	0.85710484	-	"[0.814967284-0.901421068]"	TMEM270	Asthma	asthma	-	GCST90013756	7:73865152	32514122	"Ishigaki K"
