riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs2431080-C	4E-6	-	0.0101	4.484	-	[2.374-8.472]	SLC36A2	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	5:151339313	33632238	"Song Y"
rs112165107-A	6E-6	-	0.01113	4.22	-	[2.258-7.886]	FOXP4	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	6:41601665	33632238	"Song Y"
rs12666678-C	6E-7	-	0.1485	2.013	-	[1.528-2.65]	ZFAND2A	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	7:1157039	33632238	"Song Y"
rs2893552-G	5E-6	-	0.289	1.726	-	"[1.3659999999999899-2.18]"	SFRP4,STARD3NL	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	7:38115961	33632238	"Song Y"
rs6460547-C	7E-6	-	0.1372	1.87	-	[1.424-2.455]	AUTS2	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	7:70448404	33632238	"Song Y"
rs184072253-A	4E-6	-	0.01352	3.87	-	[2.174-6.88899999999999]	TP53TG1,TMEM243	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	7:87297887	33632238	"Song Y"
rs184020833-G	8E-6	-	0.02613	3.062	-	[1.876-4.999]	VIPR2	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	7:159096037	33632238	"Song Y"
rs75970667-C	5E-6	-	0.05579	2.361	-	[1.635-3.409]	DEFA11P,DEFA3	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	8:7023694	33632238	"Song Y"
rs631290-G	9E-7	-	0.2762	1.822	-	[1.434-2.315]	RN7SL474P,MSR1	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	8:16786314	33632238	"Song Y"
rs149551507-C	5E-6	-	0.01445	4.043	-	[2.225-7.347]	SDR16C5,SDR16C6P	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	8:56372396	33632238	"Song Y"
rs11781353-G	5E-6	-	0.3673	0.539	-	[0.413-0.7036]	XKR9	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	8:70736608	33632238	"Song Y"
rs3098897-C	1E-5	-	0.3795	0.5569	-	[0.4298-0.7217]	XKR9,EYA1	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	8:70904020	33632238	"Song Y"
rs1018015-T	7E-6	-	0.3776	0.551	-	[0.4247-0.7149]	EYA1,XKR9	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	8:71007335	33632238	"Song Y"
rs79679798-G	8E-7	-	0.02579	3.246	-	[2.032-5.187]	TMEM74	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	8:108758274	33632238	"Song Y"
rs148382232-A	5E-6	-	0.0484	2.432	-	[1.658-3.568]	LINGO2	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	9:29190180	33632238	"Song Y"
rs17494333-G	2E-6	-	0.1512	1.937	-	[1.474-2.546]	GDA	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	9:72214057	33632238	"Song Y"
rs189233549-G	8E-6	-	0.01224	3.907	-	[2.148-7.107]	ASTN2	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	9:117365402	33632238	"Song Y"
rs145992761-G	3E-6	-	0.01414	4.327	-	[2.348-7.976]	GDI2	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	10:5773631	33632238	"Song Y"
rs4747862-C	9E-6	-	0.06349	2.243	-	[1.57-3.203]	CELF2-DT,ORMDL1P1	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	10:10500888	33632238	"Song Y"
rs16934486-T	5E-6	-	0.03777	2.671	-	[1.75199999999999-4.072]	KCNMA1	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	10:77298188	33632238	"Song Y"
rs117920745-A	8E-7	-	0.01363	4.377	-	[2.435-7.867]	CRTAC1	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	10:97963866	33632238	"Song Y"
rs58973706-G	8E-8	-	0.01479	4.565	-	[2.622-7.949]	R3HCC1L,CRTAC1	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	10:98108273	33632238	"Song Y"
rs35016586-T	9E-6	-	0.04604	2.481	-	[1.66-3.708]	PIK3C2G,RERGL	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	12:18285957	33632238	"Song Y"
rs1314503368-C	2E-6	-	0.0119	2.032	-	[1.514-2.726]	LINC02955	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	12:23156445	33632238	"Song Y"
rs77422815-C	6E-6	-	0.02386	3.03	-	[1.874-4.899]	LINC02566,SOX5	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	12:23349880	33632238	"Song Y"
rs17401474-C	3E-6	-	0.03976	2.722	-	[1.793-4.13399999999999]	SOX5	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	12:23985456	33632238	"Song Y"
rs77290633-C	4E-6	-	0.01102	4.247	-	[2.301-7.84]	LINC02426	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	12:81977680	33632238	"Song Y"
rs147623050-T	5E-6	-	0.01148	4.149	-	[2.252-7.643]	CCDC59,LINC02426	"Ischemic stroke in diabetes mellitus"	"Ischemic stroke"	"diabetes mellitus"	GCST90014129	12:82105545	33632238	"Song Y"
rs1052053-?	5E-9	-	NR	-	-	-	PMF1-BGLAP,PMF1	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	1:156232382	29531354	"Malik R"
rs11867415-?	7E-7	-	NR	-	-	-	PRPF8	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	17:1668524	29531354	"Malik R"
rs11957829-?	8E-7	-	NR	-	-	-	ZNF474	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	5:122179500	29531354	"Malik R"
rs12445022-?	2E-7	-	NR	-	-	-	JPH3,ZCCHC14-DT	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	16:87541726	29531354	"Malik R"
rs13143308-?	5E-14	-	NR	-	-	-	PITX2,LINC01438	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	4:110793263	29531354	"Malik R"
rs2005108-?	2E-7	-	NR	-	-	-	BOLA3P1,RNU7-159P	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	11:102899623	29531354	"Malik R"
rs2107595-?	2E-11	-	NR	-	-	-	TWIST1,HDAC9	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	7:19009765	29531354	"Malik R"
rs2229383-?	4E-7	-	NR	-	-	-	ILF3	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	19:10683954	29531354	"Malik R"
rs3184504-?	1E-14	-	NR	-	-	-	SH2B3,ATXN2	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	12:111446804	29531354	"Malik R"
rs34311906-?	1E-8	-	NR	-	-	-	ANK2,RPL7AP30	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	4:112810934	29531354	"Malik R"
rs42039-?	2E-7	-	NR	-	-	-	CDK6	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	7:92615108	29531354	"Malik R"
rs4932370-?	6E-7	-	NR	-	-	-	FURIN,RN7SL363P	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	15:90861475	29531354	"Malik R"
rs4959130-?	2E-9	-	NR	-	-	-	FOXF2-DT,LINC01394	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	6:1356681	29531354	"Malik R"
rs635634-?	9E-9	-	NR	-	-	-	Y_RNA,ABO	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	9:133279427	29531354	"Malik R"
rs6825454-?	9E-8	-	NR	-	-	-	FGA,FGB	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	4:154580036	29531354	"Malik R"
rs1052053-?	4E-11	-	NR	-	-	-	PMF1-BGLAP,PMF1	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	1:156232382	29531354	"Malik R"
rs11867415-?	5E-8	-	NR	-	-	-	PRPF8	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	17:1668524	29531354	"Malik R"
rs11957829-?	8E-9	-	NR	-	-	-	ZNF474	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	5:122179500	29531354	"Malik R"
rs12037987-?	2E-6	-	NR	-	-	-	WNT2B	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	1:112500200	29531354	"Malik R"
rs12445022-?	1E-10	-	NR	-	-	-	JPH3,ZCCHC14-DT	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	16:87541726	29531354	"Malik R"
rs12476527-?	1E-6	-	NR	-	-	-	KCNK3	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	2:26692756	29531354	"Malik R"
rs12932445-?	2E-6	-	NR	-	-	-	ZFHX3	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	16:73035989	29531354	"Malik R"
rs13143308-?	1E-15	-	NR	-	-	-	PITX2,LINC01438	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	4:110793263	29531354	"Malik R"
rs16896398-?	2E-6	-	NR	-	-	-	TTBK1,SLC22A7	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	6:43294966	29531354	"Malik R"
rs2005108-?	3E-8	-	NR	-	-	-	BOLA3P1,RNU7-159P	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	11:102899623	29531354	"Malik R"
rs2107595-?	9E-14	-	NR	-	-	-	TWIST1,HDAC9	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	7:19009765	29531354	"Malik R"
rs2229383-?	3E-8	-	NR	-	-	-	ILF3	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	19:10683954	29531354	"Malik R"
rs2295786-?	2E-7	-	NR	-	-	-	SH3PXD2A,STN1	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	10:103856724	29531354	"Malik R"
rs3184504-?	2E-14	-	NR	-	-	-	SH2B3,ATXN2	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	12:111446804	29531354	"Malik R"
rs34311906-?	1E-7	-	NR	-	-	-	ANK2,RPL7AP30	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	4:112810934	29531354	"Malik R"
rs35436-?	3E-8	-	NR	-	-	-	UBA52P7,TBX3-AS1	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	12:115116718	29531354	"Malik R"
rs360139-G	2E-7	-	0.56	1.05	-	[1.03-1.07]	LINC02709,SWAP70	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	11:9753544	29531354	"Malik R"
rs42039-?	7E-9	-	NR	-	-	-	CDK6	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	7:92615108	29531354	"Malik R"
rs4932370-?	3E-8	-	NR	-	-	-	FURIN,RN7SL363P	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	15:90861475	29531354	"Malik R"
rs7859727-?	2E-7	-	NR	-	-	-	CDKN2B-AS1	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	9:22102166	29531354	"Malik R"
rs8103309-?	1E-6	-	NR	-	-	-	SMARCA4	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	19:11064259	29531354	"Malik R"
rs880315-?	1E-6	-	NR	-	-	-	CASZ1	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	1:10736809	29531354	"Malik R"
rs9526212-?	4E-8	-	NR	-	-	-	LRCH1	"Ischemic stroke"	"Ischemic stroke"	-	GCST006908	13:46651610	29531354	"Malik R"
rs4959130-?	3E-9	-	NR	-	-	-	FOXF2-DT,LINC01394	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	6:1356681	29531354	"Malik R"
rs6825454-?	7E-10	-	NR	-	-	-	FGA,FGB	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	4:154580036	29531354	"Malik R"
rs7304841-?	5E-8	-	NR	-	-	-	PDE3A	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	12:20424659	29531354	"Malik R"
rs762624-A	2E-7	-	0.63	1.05	-	[1.03-1.07]	DINOL,CDKN1A	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	6:36677811	29531354	"Malik R"
rs7859727-?	1E-9	-	NR	-	-	-	CDKN2B-AS1	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	9:22102166	29531354	"Malik R"
rs8028726-T	4E-7	-	0.44	1.04	-	[1.03-1.06]	LINC00924,RNU2-3P	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	15:95588731	29531354	"Malik R"
rs8103309-?	8E-8	-	NR	-	-	-	SMARCA4	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	19:11064259	29531354	"Malik R"
rs880315-?	6E-9	-	NR	-	-	-	CASZ1	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	1:10736809	29531354	"Malik R"
rs9526212-?	9E-10	-	NR	-	-	-	LRCH1	"Ischemic stroke"	"Ischemic stroke"	-	GCST005843	13:46651610	29531354	"Malik R"
rs2455135-A	5E-10	-	NR	0.965	-	[0.954-0.976]	PRDM16	"Ischemic stroke"	"Ischemic stroke"	-	GCST90308666	1:3303337	37601974	"Surakka I"
rs4652772-C	4E-11	-	NR	1.033	-	[1.023-1.043]	LAMC1	"Ischemic stroke"	"Ischemic stroke"	-	GCST90308666	1:183054561	37601974	"Surakka I"
rs72896798-A	2E-10	-	NR	1.047	-	[1.032-1.061]	CALCRL-AS1	"Ischemic stroke"	"Ischemic stroke"	-	GCST90308666	2:187282743	37601974	"Surakka I"
rs6779646-T	2E-7	-	NR	0.97	-	[0.959-0.981]	VGLL4	"Ischemic stroke"	"Ischemic stroke"	-	GCST90308666	3:11602638	37601974	"Surakka I"
rs6762490-A	9E-12	-	NR	1.034	-	[1.024-1.044]	PLSCR5,LINC02010	"Ischemic stroke"	"Ischemic stroke"	-	GCST90308666	3:146658664	37601974	"Surakka I"
rs3131618-G	2E-6	-	NR	1.051	-	[1.029-1.072]	HCP5	"Ischemic stroke"	"Ischemic stroke"	-	GCST90308666	6:31466844	37601974	"Surakka I"
rs762624-A	2E-13	-	NR	1.04	-	[1.029-1.051]	DINOL,CDKN1A	"Ischemic stroke"	"Ischemic stroke"	-	GCST90308666	6:36677811	37601974	"Surakka I"
rs56393506-T	2E-6	-	NR	1.033	-	[1.02-1.047]	PLG,LPA	"Ischemic stroke"	"Ischemic stroke"	-	GCST90308666	6:160668275	37601974	"Surakka I"
rs11770800-A	8E-9	-	NR	1.035	-	[1.023-1.048]	LINC02577	"Ischemic stroke"	"Ischemic stroke"	-	GCST90308666	7:106794590	37601974	"Surakka I"
rs10886430-A	3E-10	-	NR	0.947	-	[0.931-0.963]	GRK5	"Ischemic stroke"	"Ischemic stroke"	-	GCST90308666	10:119250744	37601974	"Surakka I"
rs11200607-T	2E-9	-	NR	1.037	-	[1.024-1.049]	PLEKHA1	"Ischemic stroke"	"Ischemic stroke"	-	GCST90308666	10:122395110	37601974	"Surakka I"
rs360156-T	1E-12	-	NR	0.965	-	[0.956-0.975]	SWAP70	"Ischemic stroke"	"Ischemic stroke"	-	GCST90308666	11:9735177	37601974	"Surakka I"
rs6137856-A	4E-6	-	NR	1.03	-	[1.017-1.043]	NXT1-AS1,RNA5SP478	"Ischemic stroke"	"Ischemic stroke"	-	GCST90308666	20:23172143	37601974	"Surakka I"
rs4918058-C	1E-9	-	0.652279482	0.9283776	-	"[0.906317839-0.950974293]"	SH3PXD2A	"Ischemic stroke"	"Ischemic stroke"	-	GCST90013688	10:103836883	32514122	"Ishigaki K"
rs671-A	2E-18	-	0.242847395	0.8884053	-	"[0.865127367-0.912309631]"	ALDH2	"Ischemic stroke"	"Ischemic stroke"	-	GCST90013688	12:111803962	32514122	"Ishigaki K"
rs9521686-C	5E-9	-	0.689587232	1.0754218	-	"[1.049576556-1.101903499]"	COL4A1	"Ischemic stroke"	"Ischemic stroke"	-	GCST90013688	13:110302163	32514122	"Ishigaki K"
rs12509595-C	1E-8	-	0.296733251	-	"0.06623719 unit increase"	[0.043-0.089]	PRDM8,FGF5	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018644	4:80261400	34594039	"Sakaue S"
rs11191772-C	9E-10	-	0.548202298	-	"0.06770013 unit decrease"	[0.046-0.089]	SH3PXD2A	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018644	10:103700076	34594039	"Sakaue S"
rs671-A	2E-18	-	0.249890483	-	"0.10974937 unit decrease"	[0.085-0.134]	ALDH2	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018644	12:111803962	34594039	"Sakaue S"
rs7989823-C	4E-10	-	0.623443691	-	"0.07169753 unit increase"	[0.049-0.094]	COL4A2	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018644	13:110307296	34594039	"Sakaue S"
chr19:15040733-C	1E-8	-	4.28344E-4	-	"1.5120417 unit increase"	[1-2.03]	-	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018644	-	34594039	"Sakaue S"
rs7989823-C	4E-9	-	NR	-	"0.0527 unit increase"	[0.035-0.07]	COL4A2	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	13:110307296	34594039	"Sakaue S"
rs11880613-A	3E-8	-	NR	-	"0.0613 unit decrease"	[0.04-0.083]	DNM2	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	19:10793296	34594039	"Sakaue S"
chr19:15040733-C	1E-8	-	NR	-	"1.512 unit increase"	[1-2.03]	-	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	-	34594039	"Sakaue S"
rs284160-A	3E-9	-	NR	-	"0.0572 unit increase"	[0.038-0.076]	TGFBR3	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	1:91804513	34594039	"Sakaue S"
rs1275980-T	5E-10	-	NR	-	"0.0582 unit decrease"	[0.04-0.077]	KCNK3	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	2:26694101	34594039	"Sakaue S"
rs13123551-A	1E-8	-	NR	-	"0.0552 unit increase"	[0.036-0.074]	WDR77P1,PLRG1	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	4:154527912	34594039	"Sakaue S"
rs12509595-C	3E-10	-	NR	-	"0.0577 unit increase"	[0.04-0.076]	PRDM8,FGF5	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	4:80261400	34594039	"Sakaue S"
rs7451833-G	6E-9	-	NR	-	"0.128 unit increase"	[0.085-0.171]	FOXF2-DT,LINC01394	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	6:1377366	34594039	"Sakaue S"
rs2501968-G	1E-8	-	NR	-	"0.049 unit decrease"	[0.032-0.066]	CENPQ	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	6:49492265	34594039	"Sakaue S"
rs2526620-G	5E-8	-	NR	-	"0.05 unit increase"	[0.032-0.068]	TWIST1,HDAC9	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	7:19005774	34594039	"Sakaue S"
rs7859727-T	5E-11	-	NR	-	"0.0569 unit increase"	[0.04-0.074]	CDKN2B-AS1	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	9:22102166	34594039	"Sakaue S"
rs11191772-C	3E-9	-	NR	-	"0.0511 unit decrease"	[0.034-0.068]	SH3PXD2A	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	10:103700076	34594039	"Sakaue S"
rs671-A	2E-18	-	NR	-	"0.1097 unit decrease"	[0.085-0.134]	ALDH2	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	12:111803962	34594039	"Sakaue S"
rs11045239-A	1E-11	-	NR	-	"0.0604 unit increase"	[0.043-0.078]	PDE3A	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	12:20426760	34594039	"Sakaue S"
rs11105378-T	4E-8	-	NR	-	"0.054 unit decrease"	[0.035-0.073]	ATP2B1	"Ischemic stroke"	"Ischemic stroke"	-	GCST90018864	12:89696964	34594039	"Sakaue S"
rs6844814-G	2E-8	-	NR	-	"0.31 unit decrease"	[0.21-0.41]	SH3RF1,CBR4-DT	"Diffusion-weighted imaging (DWI)-positive acute ischaemic stroke"	"Ischemic stroke"	-	GCST90319539	4:169087796	37479695	"Cheng S"
rs975381715-?	4E-10	-	NR	0.883	-	-	-	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	-	36240095	"Jaworek T"
rs8176685-?	2E-9	-	NR	1.155	-	-	ABO	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	9:133263363	36240095	"Jaworek T"
rs299624-?	7E-8	-	NR	0.927	-	-	C1QTNF3-AMACR	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	5:34066212	36240095	"Jaworek T"
rs201527389-?	7E-8	-	NR	2.193	-	-	-	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	-	36240095	"Jaworek T"
rs201684748-?	1E-7	-	NR	1.316	-	-	LINC00474,U2	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	9:115797374	36240095	"Jaworek T"
rs2830952-?	2E-7	-	NR	1.085	-	-	NCSTNP1,RPL10P1	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	21:27449574	36240095	"Jaworek T"
rs17004869-?	2E-7	-	NR	1.152	-	-	FGF5	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	4:80283879	36240095	"Jaworek T"
rs12445022-?	2E-7	-	NR	1.082	-	-	JPH3,ZCCHC14-DT	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	16:87541726	36240095	"Jaworek T"
rs3783840-?	3E-7	-	NR	1.078	-	-	FOXN3	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	14:89405230	36240095	"Jaworek T"
rs118027213-?	4E-7	-	NR	0.811	-	-	KTN1-AS1,KTN1	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	14:55572358	36240095	"Jaworek T"
rs1037320-?	5E-7	-	NR	0.923	-	-	SLC14A2,SETBP1	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	18:45123943	36240095	"Jaworek T"
rs35597151-?	5E-7	-	NR	0.904	-	-	GRIP1	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	12:66904568	36240095	"Jaworek T"
rs144408492-?	5E-7	-	NR	0.79	-	-	EFCAB12	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	3:129418504	36240095	"Jaworek T"
rs148530193-?	6E-7	-	NR	1.376	-	-	PRMT9,TMEM184C	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	4:147646673	36240095	"Jaworek T"
rs367716945-?	6E-7	-	NR	1.595	-	-	UNC5C-AS1,RPL30P6	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	4:95592893	36240095	"Jaworek T"
rs377424471-?	6E-7	-	NR	0.908	-	-	MLXIP	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	12:122103841	36240095	"Jaworek T"
rs1879380-?	6E-7	-	NR	0.908	-	-	CDK2AP1,MTRFR	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	12:123254564	36240095	"Jaworek T"
rs9620654-?	7E-7	-	NR	1.098	-	-	RNU6-1066P,LINC01422	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	22:27034761	36240095	"Jaworek T"
rs56962280-?	7E-7	-	NR	0.602	-	-	RHPN2	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	19:33053074	36240095	"Jaworek T"
rs78411354-?	8E-7	-	NR	0.34	-	-	TEK	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	9:27129470	36240095	"Jaworek T"
rs11513729-?	9E-7	-	NR	1.086	-	-	MAPKAPK5-AS1,ALDH2	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188370	12:111835695	36240095	"Jaworek T"
rs529565-?	4E-14	-	NR	0.876	-	-	ABO	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	9:133274084	36240095	"Jaworek T"
rs635634-?	7E-13	-	NR	1.16	-	-	Y_RNA,ABO	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	9:133279427	36240095	"Jaworek T"
rs118091666-?	3E-8	-	NR	1.739	-	-	SHKBP1	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	19:40582093	36240095	"Jaworek T"
rs117470359-?	2E-7	-	NR	1.342	-	-	SLC6A2,LPCAT2	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	16:55627771	36240095	"Jaworek T"
rs61528440-?	2E-7	-	NR	1.119	-	-	EML5	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	14:88713392	36240095	"Jaworek T"
rs142012236-?	2E-7	-	NR	1.264	-	-	MC4R,MRPS5P4	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	18:60442184	36240095	"Jaworek T"
rs201527389-?	2E-7	-	NR	2.205	-	-	-	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	-	36240095	"Jaworek T"
rs28537480-?	3E-7	-	NR	0.899	-	-	MLXIP	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	12:122121299	36240095	"Jaworek T"
rs201684748-?	3E-7	-	NR	1.319	-	-	LINC00474,U2	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	9:115797374	36240095	"Jaworek T"
rs11513729-?	4E-7	-	NR	1.091	-	-	MAPKAPK5-AS1,ALDH2	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	12:111835695	36240095	"Jaworek T"
rs10766994-?	5E-7	-	NR	1.107	-	-	LINC02718,CCDC179	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	11:23029237	36240095	"Jaworek T"
rs1601239-?	6E-7	-	NR	0.909	-	-	MKRN8P,ZNF691	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	1:42866368	36240095	"Jaworek T"
rs79582859-?	7E-7	-	NR	1.212	-	-	DAOA-AS1,LINC00343	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	13:105648765	36240095	"Jaworek T"
rs140393706-?	7E-7	-	NR	1.248	-	-	CEP164	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	11:117399126	36240095	"Jaworek T"
rs115085929-?	8E-7	-	NR	1.365	-	-	LINC02501,LINC02497	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	4:31239953	36240095	"Jaworek T"
rs141554609-?	8E-7	-	NR	1.386	-	-	RPSAP37,LINC02240	"Early-onset ischemic stroke"	"Ischemic stroke"	-	GCST90188371	5:125801745	36240095	"Jaworek T"
