riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs2519093-T	2E-14	-	0.1841	-	"0.0554 unit increase"	[0.041-0.07]	ABO	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	9:133266456	29212778	"van der Harst P"
rs246600-T	7E-17	-	0.4633	-	"0.043 unit increase"	[0.033-0.053]	ARHGAP26	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	5:143137332	29212778	"van der Harst P"
rs6494488-A	4E-8	-	0.8117	-	"0.0382 unit increase"	[0.024-0.052]	OAZ2,RBPMS2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	15:64732005	29212778	"van der Harst P"
rs55791371-A	2E-36	-	0.8868	-	"0.1157 unit increase"	[0.098-0.134]	SMARCA4	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	19:11077477	29212778	"van der Harst P"
rs9349379-A	3E-76	-	0.5907	-	"0.1072 unit decrease"	[0.096-0.119]	PHACTR1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	6:12903725	29212778	"van der Harst P"
rs17514846-A	1E-26	-	0.4605	-	"0.0559 unit increase"	[0.046-0.066]	FURIN	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	15:90873320	29212778	"van der Harst P"
rs7137828-T	4E-27	-	0.5535	-	"0.0643 unit decrease"	[0.053-0.076]	ATXN2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	12:111494996	29212778	"van der Harst P"
rs17114046-A	8E-28	-	0.9062	-	"0.096 unit increase"	[0.079-0.113]	PLPP3	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	1:56500678	29212778	"van der Harst P"
rs1334894-T	5E-8	-	0.0919	-	"0.0482 unit decrease"	[0.031-0.065]	FKBP5	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	6:35647353	29212778	"van der Harst P"
rs6700559-T	2E-8	-	0.4715	-	"0.0284 unit decrease"	[0.019-0.038]	DDX59-AS1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	1:200676945	29212778	"van der Harst P"
rs72743461-A	6E-17	-	0.2211	-	"0.0576 unit decrease"	[0.044-0.071]	SMAD3	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	15:67149412	29212778	"van der Harst P"
rs6743030-T	2E-23	-	0.465	-	"0.0565 unit increase"	[0.045-0.068]	PARTICL,RPSAP22	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	2:85536397	29212778	"van der Harst P"
rs12936587-A	1E-9	-	0.4379	-	"0.032 unit decrease"	[0.022-0.042]	PEMT,SMCR2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	17:17640408	29212778	"van der Harst P"
rs11170820-C	9E-13	-	0.9292	-	"0.0832 unit decrease"	[0.06-0.106]	FLJ12825,FAM242C	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	12:54120131	29212778	"van der Harst P"
rs4678145-C	1E-14	-	0.1284	-	"0.0639 unit increase"	[0.048-0.08]	UMPS	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	3:124731234	29212778	"van der Harst P"
rs10857147-A	1E-14	-	0.7208	-	"0.0491 unit decrease"	[0.037-0.062]	FGF5,PRDM8	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	4:80259918	29212778	"van der Harst P"
rs7678555-A	1E-14	-	0.7166	-	"0.0486 unit decrease"	[0.036-0.061]	MAD2L1,LINC02502	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	4:119988346	29212778	"van der Harst P"
rs2681492-T	9E-15	-	0.8141	-	"0.0558 unit decrease"	[0.042-0.07]	ATP2B1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	12:89619312	29212778	"van der Harst P"
rs4845625-T	7E-15	-	0.4338	-	"0.0395 unit increase"	[0.03-0.049]	IL6R	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	1:154449591	29212778	"van der Harst P"
rs1476098-A	9E-10	-	0.2122	-	"0.0443 unit increase"	[0.03-0.058]	BCAS3	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	17:61159652	29212778	"van der Harst P"
rs17608766-T	8E-10	-	0.8632	-	"0.0469 unit decrease"	[0.032-0.062]	GOSR2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	17:46935905	29212778	"van der Harst P"
rs9892152-T	6E-11	-	0.4717	-	"0.033 unit decrease"	[0.023-0.043]	PECAM1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	17:64324605	29212778	"van der Harst P"
rs9319428-A	5E-11	-	0.3121	-	"0.036 unit increase"	[0.025-0.047]	FLT1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	13:28399484	29212778	"van der Harst P"
rs34991912-T	3E-11	-	0.4344	-	"0.0379 unit increase"	[0.027-0.049]	FGD5	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	3:14884844	29212778	"van der Harst P"
rs4977574-A	9E-223	-	0.519	-	"0.1788 unit decrease"	[0.17-0.19]	CDKN2B-AS1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	9:22098575	29212778	"van der Harst P"
rs651821-T	7E-13	-	0.901	-	"0.0692 unit decrease"	[0.05-0.088]	APOA5	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	11:116791863	29212778	"van der Harst P"
rs170041-T	4E-17	-	0.2943	-	"0.0469 unit decrease"	[0.036-0.058]	SMG6	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	17:2266922	29212778	"van der Harst P"
rs185244-T	2E-17	-	0.1625	-	"0.0644 unit increase"	[0.05-0.079]	MRAS	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	3:138374047	29212778	"van der Harst P"
rs4803455-A	2E-17	-	0.4954	-	"0.0484 unit decrease"	[0.037-0.06]	TGFB1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	19:41345604	29212778	"van der Harst P"
rs9337951-A	2E-17	-	0.3178	-	"0.0543 unit increase"	[0.042-0.067]	JCAD	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	10:30028144	29212778	"van der Harst P"
rs11057830-A	2E-18	-	0.1465	-	"0.0655 unit increase"	[0.051-0.08]	SCARB1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	12:124822507	29212778	"van der Harst P"
rs6544713-T	2E-18	-	0.3038	-	"0.0492 unit increase"	[0.038-0.06]	ABCG8	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	2:43846742	29212778	"van der Harst P"
rs9515203-T	4E-23	-	0.7392	-	"0.0596 unit increase"	[0.048-0.071]	COL4A2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	13:110397276	29212778	"van der Harst P"
rs2327429-T	4E-31	-	0.695	-	"0.0655 unit increase"	[0.055-0.076]	TARID	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	6:133888699	29212778	"van der Harst P"
rs6728861-A	1E-32	-	0.1174	-	"0.1054 unit increase"	[0.088-0.123]	WDR12	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	2:203009020	29212778	"van der Harst P"
rs11613352-T	5E-9	-	0.235	-	"0.036 unit decrease"	[0.024-0.048]	R3HDM2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	12:57398797	29212778	"van der Harst P"
rs12801636-A	2E-11	-	0.2364	-	"0.0403 unit decrease"	[0.029-0.052]	PCNX3	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	11:65623846	29212778	"van der Harst P"
rs10947789-T	8E-12	-	0.7671	-	"0.0413 unit increase"	[0.03-0.053]	KCNK5	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	6:39207146	29212778	"van der Harst P"
rs1892094-T	3E-12	-	0.4956	-	"0.0362 unit decrease"	[0.026-0.046]	ATP1B1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	1:169125221	29212778	"van der Harst P"
rs16986953-A	1E-16	-	0.1095	-	"0.0812 unit increase"	[0.062-0.1]	CISD1P1,LINC01808	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	2:19742712	29212778	"van der Harst P"
rs11204892-A	3E-11	-	0.1892	-	"0.0487 unit decrease"	[0.034-0.063]	TDRKH-AS1,LINGO4	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	1:151795572	29212778	"van der Harst P"
rs10841443-C	3E-14	-	0.3409	-	"0.046 unit decrease"	[0.034-0.058]	LINC02398	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	12:20067099	29212778	"van der Harst P"
rs11556924-T	1E-23	-	0.3624	-	"0.0548 unit decrease"	[0.044-0.066]	ZC3HC1,UBE2H-DT	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	7:130023656	29212778	"van der Harst P"
rs62076439-T	2E-15	-	0.3409	-	"0.048 unit increase"	[0.036-0.06]	ZNF652	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	17:49327266	29212778	"van der Harst P"
rs3740390-T	5E-15	-	0.1066	-	"0.0662 unit decrease"	[0.05-0.083]	BORCS7-ASMT,AS3MT	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	10:102878723	29212778	"van der Harst P"
rs8003602-T	3E-16	-	0.2681	-	"0.0539 unit decrease"	[0.041-0.067]	HHIPL1,CYP46A1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	14:99682624	29212778	"van der Harst P"
rs8046696-T	2E-16	-	0.4311	-	"0.0479 unit decrease"	[0.037-0.059]	CFDP1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	16:75408245	29212778	"van der Harst P"
rs515135-T	6E-17	-	0.1837	-	"0.0555 unit decrease"	[0.043-0.068]	APOB,TDRD15	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	2:21063185	29212778	"van der Harst P"
rs7412-T	2E-35	-	0.079	-	"0.1368 unit decrease"	[0.12-0.16]	APOE	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	19:44908822	29212778	"van der Harst P"
rs606452-A	5E-11	-	0.1707	-	"0.0466 unit decrease"	[0.033-0.061]	SERPINH1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	11:75565133	29212778	"van der Harst P"
rs1169288-A	1E-18	-	0.6725	-	"0.049 unit decrease"	[0.038-0.06]	HNF1A-AS1,HNF1A	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	12:120978847	29212778	"van der Harst P"
rs3918226-T	1E-20	-	0.0732	-	"0.1071 unit increase"	[0.085-0.13]	NOS3	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	7:150993088	29212778	"van der Harst P"
rs1412444-T	2E-21	-	0.3527	-	"0.0559 unit increase"	[0.044-0.067]	LIPA	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	10:89243170	29212778	"van der Harst P"
rs6982502-T	8E-23	-	0.5298	-	"0.0498 unit decrease"	[0.04-0.06]	TRIB1AL	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	8:125467120	29212778	"van der Harst P"
rs7173743-T	5E-36	-	0.5542	-	"0.0636 unit increase"	[0.054-0.074]	MORF4L1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	15:78849442	29212778	"van der Harst P"
rs6841581-A	5E-24	-	0.1559	-	"0.0751 unit increase"	[0.061-0.09]	EDNRA,PRMT5P1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	4:147480038	29212778	"van der Harst P"
rs2107595-A	1E-24	-	0.1767	-	"0.0752 unit increase"	[0.061-0.09]	TWIST1,HDAC9	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	7:19009765	29212778	"van der Harst P"
rs28451064-A	3E-33	-	0.1239	-	"0.1083 unit increase"	[0.091-0.126]	LINC00310,KCNE2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	21:34221526	29212778	"van der Harst P"
rs867186-A	7E-12	-	0.8971	-	"0.0573 unit increase"	[0.041-0.074]	PROCR	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	20:35176751	29212778	"van der Harst P"
rs644045-A	3E-13	-	0.3528	-	"0.0413 unit decrease"	[0.03-0.052]	C2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	6:31916180	29212778	"van der Harst P"
rs6909752-A	6E-14	-	0.3545	-	"0.0442 unit increase"	[0.033-0.056]	CASC15	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	6:22612400	29212778	"van der Harst P"
rs789294-C	3E-15	-	0.1649	-	"0.0642 unit decrease"	[0.048-0.08]	GPR149	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	3:154339952	29212778	"van der Harst P"
rs7500448-A	2E-16	-	0.7594	-	"0.0557 unit increase"	[0.042-0.069]	CDH13	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	16:83012185	29212778	"van der Harst P"
rs2189839-A	5E-8	-	0.2899	-	"0.0345 unit increase"	[0.022-0.047]	DUS4L-BCAP29,BCAP29	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	7:107589581	29212778	"van der Harst P"
rs663640-T	2E-8	-	0.222	-	"0.0383 unit increase"	[0.025-0.052]	RNU4-17P,MC4R	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	18:60178844	29212778	"van der Harst P"
rs7926712-A	9E-9	-	0.3101	-	"0.0351 unit decrease"	[0.023-0.047]	BMAL1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	11:13281538	29212778	"van der Harst P"
rs7145159-T	4E-10	-	0.5234	-	"0.0319 unit decrease"	[0.022-0.042]	HIF1AP1,ZC2HC1C,NEK9	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	14:75116565	29212778	"van der Harst P"
rs2820315-T	1E-10	-	0.3012	-	"0.0359 unit increase"	[0.025-0.047]	LMOD1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	1:201903136	29212778	"van der Harst P"
rs10237377-T	7E-9	-	0.3608	-	"0.0338 unit decrease"	[0.022-0.045]	PARP12	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	7:140057336	29212778	"van der Harst P"
rs11601507-A	6E-13	-	0.0739	-	"0.0782 unit increase"	[0.057-0.099]	TRIM5	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	11:5679844	29212778	"van der Harst P"
rs11509880-A	3E-8	-	0.3612	-	"0.0327 unit increase"	[0.021-0.044]	TMEM106B	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	7:12222285	29212778	"van der Harst P"
rs1317507-A	8E-12	-	0.2608	-	"0.0398 unit increase"	[0.028-0.051]	MCF2L	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	13:112977466	29212778	"van der Harst P"
rs12897-A	1E-9	-	0.5914	-	"0.0358 unit decrease"	[0.024-0.047]	FNDC3B	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	3:172398112	29212778	"van der Harst P"
rs11107903-A	1E-12	-	0.0768	-	"0.0747 unit decrease"	[0.054-0.095]	FGD6	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	12:95114195	29212778	"van der Harst P"
rs7199941-A	9E-13	-	0.3982	-	"0.0367 unit increase"	[0.027-0.047]	PLCG2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	16:81872818	29212778	"van der Harst P"
rs112941079-A	4E-13	-	0.8676	-	"0.0615 unit increase"	[0.045-0.078]	SEMA5A	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	5:9545986	29212778	"van der Harst P"
rs71566846-T	3E-13	-	0.0662	-	"0.0829 unit increase"	[0.061-0.105]	RAB23,PRIM2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	6:57283373	29212778	"van der Harst P"
rs7251815-T	1E-13	-	0.2162	-	"0.0511 unit increase"	[0.038-0.065]	MAP1S	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	19:17734133	29212778	"van der Harst P"
rs2832227-A	4E-9	-	0.8258	-	"0.0393 unit decrease"	[0.026-0.052]	MAP3K7CL	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	21:29160755	29212778	"van der Harst P"
rs10512861-T	3E-9	-	0.1433	-	"0.0431 unit decrease"	[0.029-0.057]	DNAJC13,ACAD11	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	3:132539117	29212778	"van der Harst P"
rs7998440-A	1E-10	-	0.3549	-	"0.0383 unit decrease"	[0.027-0.05]	PDS5B,N4BP2L2	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	13:32551069	29212778	"van der Harst P"
rs6984210-C	1E-11	-	0.939	-	"0.0784 unit decrease"	[0.056-0.101]	BMP1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	8:22176102	29212778	"van der Harst P"
rs4072980-A	4E-10	-	0.4303	-	"0.0326 unit decrease"	[0.022-0.043]	SF3A3,RNU6-510P	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	1:37990434	29212778	"van der Harst P"
rs11099493-A	2E-10	-	0.6924	-	"0.039 unit increase"	[0.027-0.051]	RASGEF1B	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	4:81665896	29212778	"van der Harst P"
rs6997340-T	5E-9	-	0.3025	-	"0.0331 unit increase"	[0.022-0.044]	NAT2,PSD3	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	8:18429487	29212778	"van der Harst P"
rs944172-T	4E-12	-	0.7197	-	"0.0395 unit decrease"	[0.028-0.051]	RNU6-996P,RNU6-1064P	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	9:107755513	29212778	"van der Harst P"
rs2074164-C	7E-9	-	0.1956	-	"0.0423 unit increase"	[0.028-0.057]	KAT2A	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	17:42118220	29212778	"van der Harst P"
rs11080107-T	3E-10	-	0.5146	-	"0.0358 unit decrease"	[0.025-0.047]	ABHD15-AS1,ANKRD13B	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	17:29611406	29212778	"van der Harst P"
rs11591147-T	2E-22	-	0.0164	-	"0.2406 unit decrease"	[0.19-0.29]	PCSK9	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	1:55039974	29212778	"van der Harst P"
rs273909-A	5E-10	-	0.8754	-	"0.0488 unit decrease"	[0.034-0.064]	SLC22A4,MIR3936HG	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	5:132331660	29212778	"van der Harst P"
rs2252641-T	5E-13	-	0.5299	-	"0.0368 unit decrease"	[0.027-0.047]	TEX41	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	2:145043894	29212778	"van der Harst P"
rs1250229-T	2E-13	-	0.2722	-	"0.0435 unit increase"	[0.032-0.055]	LINC00607,FN1-DT	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	2:215439661	29212778	"van der Harst P"
rs7692387-A	3E-23	-	0.1892	-	"0.0643 unit decrease"	[0.052-0.077]	GUCY1A1	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	4:155714157	29212778	"van der Harst P"
rs1870634-T	4E-24	-	0.3511	-	"0.06 unit decrease"	[0.048-0.072]	LINC03089,LINC00841	"Coronary artery disease"	"coronary artery disease"	-	GCST005195	10:43985363	29212778	"van der Harst P"
rs2075291-A	7E-10	-	0.055	1.636	-	[1.479-1.793]	APOA5	"Coronary artery disease"	"coronary artery disease"	-	GCST005172	11:116790676	29263402	"Han Y"
rs4977574-G	1E-7	-	0.48	1.2	-	[1.12-1.29]	CDKN2B-AS1	"Coronary artery disease"	"coronary artery disease"	-	GCST005172	9:22098575	29263402	"Han Y"
rs11556924-T	2E-18	-	0.3761	-	"0.0575 unit decrease"	[0.045-0.07]	ZC3HC1,UBE2H-DT	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:130023656	29212778	"van der Harst P"
rs7783857-C	2E-6	-	0.7155	-	"0.0297 unit decrease"	[0.018-0.042]	KLF14,LINC-PINT	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:130754299	29212778	"van der Harst P"
rs10237377-T	9E-11	-	0.3637	-	"0.0423 unit decrease"	[0.03-0.055]	PARP12	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:140057336	29212778	"van der Harst P"
rs3918226-T	3E-21	-	0.0724	-	"0.1219 unit increase"	[0.097-0.147]	NOS3	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	7:150993088	29212778	"van der Harst P"
rs6997340-T	5E-9	-	0.305	-	"0.036 unit increase"	[0.024-0.048]	NAT2,PSD3	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:18429487	29212778	"van der Harst P"
rs6997330-C	8E-11	-	0.044	-	"0.1291 unit increase"	[0.09-0.168]	LPL	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:19943018	29212778	"van der Harst P"
rs264-A	6E-12	-	0.1412	-	"0.0632 unit decrease"	[0.045-0.081]	LPL	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:19955669	29212778	"van der Harst P"
rs11204085-T	5E-14	-	0.5802	-	"0.0432 unit increase"	[0.032-0.054]	LPL,RPL30P9	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:20083285	29212778	"van der Harst P"
rs6984210-C	2E-11	-	0.9382	-	"0.0846 unit decrease"	[0.06-0.109]	BMP1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:22176102	29212778	"van der Harst P"
rs113756303-T	9E-7	-	0.2192	-	"0.0398 unit increase"	[0.024-0.056]	PPP2R2A,RNA5SP258	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:26245256	29212778	"van der Harst P"
rs12675257-T	1E-6	-	0.135	-	"0.0438 unit increase"	[0.026-0.062]	RPS4XP10,GEM	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:94267412	29212778	"van der Harst P"
rs2342781-C	2E-7	-	0.4863	-	"0.0297 unit decrease"	[0.019-0.041]	ZFPM2	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:105253492	29212778	"van der Harst P"
rs2954029-A	1E-25	-	0.5421	-	"0.0666 unit increase"	[0.054-0.079]	TRIB1AL	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:125478730	29212778	"van der Harst P"
rs2954029-A	6E-23	-	0.5398	-	"0.0546 unit increase"	[0.044-0.065]	TRIB1AL	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	8:125478730	29212778	"van der Harst P"
rs475957-T	3E-6	-	0.1428	-	"0.0437 unit decrease"	[0.025-0.062]	TTC39B	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:15229624	29212778	"van der Harst P"
rs896655-A	2E-12	-	0.5985	-	"0.04 unit increase"	[0.029-0.051]	MTAP,RN7SL151P	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:21706572	29212778	"van der Harst P"
rs3217978-A	2E-10	-	0.0236	-	"0.1546 unit decrease"	[0.11-0.2]	CDKN2B-AS1,CDKN2B	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:22007331	29212778	"van der Harst P"
rs1333049-C	2E-192	-	0.4847	-	"0.1879 unit increase"	[0.18-0.2]	CDKN2B-AS1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:22125504	29212778	"van der Harst P"
rs1322052-T	2E-7	-	0.7041	-	"0.0337 unit increase"	[0.021-0.046]	TEK	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:27179246	29212778	"van der Harst P"
rs4743150-T	4E-6	-	0.2227	-	"0.0355 unit decrease"	[0.02-0.051]	HEMGN,ANP32B	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:97977842	29212778	"van der Harst P"
rs4149309-A	5E-6	-	0.8413	-	"0.0418 unit decrease"	[0.024-0.06]	ABCA1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:104827299	29212778	"van der Harst P"
rs1800978-C	4E-7	-	0.8664	-	"0.0438 unit increase"	[0.027-0.061]	ABCA1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:104903697	29212778	"van der Harst P"
rs944172-T	1E-11	-	0.7197	-	"0.0422 unit decrease"	[0.03-0.054]	RNU6-996P,RNU6-1064P	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:107755513	29212778	"van der Harst P"
rs111245230-T	8E-9	-	0.9647	-	"0.098 unit decrease"	[0.065-0.131]	SVEP1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:110407495	29212778	"van der Harst P"
rs10818576-T	8E-9	-	0.7561	-	"0.0429 unit decrease"	[0.028-0.057]	DAB2IP	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	9:121650669	29212778	"van der Harst P"
rs13118820-A	1E-10	-	0.3641	-	"0.042 unit increase"	[0.029-0.055]	MTND1P22,GUCY1A1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	4:155515365	29212778	"van der Harst P"
rs7692387-A	4E-22	-	0.1904	-	"0.0687 unit decrease"	[0.055-0.083]	GUCY1A1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	4:155714157	29212778	"van der Harst P"
rs145186794-A	9E-6	-	0.9886	-	"0.1419 unit decrease"	[0.079-0.205]	RAPGEF2	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	4:159118343	29212778	"van der Harst P"
rs7696431-T	3E-8	-	0.5093	-	"0.0351 unit increase"	[0.023-0.047]	PALLD	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	4:168766574	29212778	"van der Harst P"
rs4389656-A	1E-6	-	0.3092	-	"0.0328 unit decrease"	[0.02-0.046]	TENT4A	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	5:6753615	29212778	"van der Harst P"
rs1508798-T	5E-13	-	0.8131	-	"0.0516 unit increase"	[0.038-0.066]	SNHG18,TAS2R1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	5:9556582	29212778	"van der Harst P"
rs459193-A	2E-7	-	0.2603	-	"0.0399 unit decrease"	[0.025-0.055]	RPL26P19,C5orf67	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	5:56510924	29212778	"van der Harst P"
rs832540-A	2E-8	-	0.609	-	"0.0322 unit decrease"	[0.021-0.044]	SETD9,MAP3K1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	5:56903375	29212778	"van der Harst P"
rs9283706-C	2E-7	-	0.7519	-	"0.0345 unit increase"	[0.022-0.047]	MAST4	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	5:66987692	29212778	"van der Harst P"
rs10056811-A	4E-6	-	0.3466	-	"0.0274 unit increase"	[0.016-0.039]	ANKRD31,HMGCR	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	5:75309395	29212778	"van der Harst P"
rs113075218-A	4E-8	-	0.1885	-	"0.0448 unit increase"	[0.029-0.061]	SRFBP1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	5:122026055	29212778	"van der Harst P"
rs2081914-C	6E-8	-	0.5164	-	"0.0346 unit increase"	[0.022-0.047]	PRDM6,CEP120	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	5:123337928	29212778	"van der Harst P"
rs273909-A	3E-10	-	0.8736	-	"0.0534 unit decrease"	[0.037-0.07]	SLC22A4,MIR3936HG	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	5:132331660	29212778	"van der Harst P"
rs246600-T	2E-17	-	0.4635	-	"0.048 unit increase"	[0.037-0.059]	ARHGAP26	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	5:143137332	29212778	"van der Harst P"
rs9501744-T	2E-8	-	0.1296	-	"0.0553 unit decrease"	[0.036-0.075]	GMDS,FOXC1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	6:1616908	29212778	"van der Harst P"
rs742115-T	4E-7	-	0.5118	-	"0.0331 unit decrease"	[0.02-0.046]	NEDD9	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	6:11326788	29212778	"van der Harst P"
rs9349379-A	3E-77	-	0.5876	-	"0.1205 unit decrease"	[0.11-0.13]	PHACTR1	"Coronary artery disease"	"coronary artery disease"	-	GCST005196	6:12903725	29212778	"van der Harst P"
