riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs12128789-C	4E-9	-	0.131779	-	"0.12696852 unit increase"	[0.085-0.169]	LINC02773,BATF3	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	1:212679490	34012112	"Chiou J"
rs1881146-T	5E-8	-	0.310529	-	"0.09517027 unit decrease"	[0.061-0.129]	MIR3681HG	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	2:12494668	34012112	"Chiou J"
rs12464462-G	9E-10	-	0.410445	-	"0.0879553 unit decrease"	[0.06-0.116]	MIR4432HG	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	2:60409281	34012112	"Chiou J"
rs13018977-A	2E-8	-	0.224602	-	"0.100334994 unit increase"	[0.065-0.135]	SEPTIN2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	2:241338592	34012112	"Chiou J"
rs12644686-G	2E-8	-	0.193778	-	"0.10774961 unit decrease"	[0.07-0.146]	LINC02362	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	4:184381748	34012112	"Chiou J"
rs114378220-T	5E-9	-	0.070292	-	"0.17790234 unit increase"	[0.12-0.24]	CAMK4	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	5:111230662	34012112	"Chiou J"
rs766751473-T	1E-8	-	0.40393	-	"0.080249354 unit increase"	[0.053-0.108]	-	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	-	34012112	"Chiou J"
rs1050979-G	6E-14	-	0.515138	-	"0.106195554 unit increase"	[0.079-0.134]	IRF4	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	6:410417	34012112	"Chiou J"
rs7805218-A	9E-9	-	0.30774	-	"0.09541352 unit increase"	[0.063-0.128]	ITGB8	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	7:20339178	34012112	"Chiou J"
rs7795896-T	2E-16	-	0.691577	-	"0.13543522 unit decrease"	[0.1-0.17]	CFTR	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	7:117446559	34012112	"Chiou J"
rs1947178-G	2E-9	-	0.791944	-	"0.10326733 unit decrease"	[0.07-0.137]	TOX	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	8:58959618	34012112	"Chiou J"
rs13259300-C	3E-10	-	0.598278	-	"0.0921915 unit decrease"	[0.063-0.121]	COLEC10	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	8:119070702	34012112	"Chiou J"
rs3802214-C	3E-8	-	0.798827	-	"0.10660862 unit decrease"	[0.069-0.144]	AGO2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	8:140606084	34012112	"Chiou J"
rs541856133-T	4E-17	-	0.001509	-	"1.1022301 unit increase"	[0.85-1.36]	CEL,GTF3C5	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	9:133060938	34012112	"Chiou J"
rs537544-T	9E-9	-	0.615565	-	"0.08641077 unit decrease"	[0.057-0.116]	GATA3	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	10:8066419	34012112	"Chiou J"
rs78325861-G	2E-11	-	0.039037	-	"0.2820823 unit decrease"	[0.2-0.36]	PALD1	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	10:70618733	34012112	"Chiou J"
rs140215710-A	4E-8	-	0.010339	-	"0.412643 unit increase"	[0.27-0.56]	CDKN1C,KCNQ1DN	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	11:2881830	34012112	"Chiou J"
rs7936434-C	4E-8	-	0.464277	-	"0.07692268 unit increase"	[0.05-0.104]	LINC02757,EMSY	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	11:76582761	34012112	"Chiou J"
rs607703-T	1E-10	-	0.484409	-	"0.09201457 unit increase"	[0.064-0.12]	FLI1	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	11:128734279	34012112	"Chiou J"
rs7301381-C	5E-11	-	0.463691	-	"0.09358772 unit decrease"	[0.066-0.122]	KLRG1	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	12:8971336	34012112	"Chiou J"
rs238265-G	2E-9	-	0.695162	-	"0.09082453 unit decrease"	[0.061-0.121]	LINC02341	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	13:42356523	34012112	"Chiou J"
rs4238595-C	2E-11	-	0.680478	-	"0.11213453 unit decrease"	[0.079-0.145]	GP2,UMOD	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	16:20331769	34012112	"Chiou J"
rs8046043-C	2E-8	-	0.391629	-	"0.08458667 unit decrease"	[0.055-0.114]	DYNLRB2-AS1	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	16:80250127	34012112	"Chiou J"
rs61759532-T	2E-10	-	0.234556	-	"0.11837882 unit increase"	[0.082-0.155]	ACAP1	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	17:7337072	34012112	"Chiou J"
rs11651753-T	1E-9	-	0.41983	-	"0.08688845 unit decrease"	[0.059-0.115]	PRR15L,PNPO	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	17:47951723	34012112	"Chiou J"
rs57209021-T	4E-8	-	0.225582	-	"0.1006932 unit increase"	[0.065-0.137]	ARHGAP27P2,RDM1P3	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	17:68168777	34012112	"Chiou J"
rs74203920-T	2E-8	-	0.019793	-	"0.3138792 unit increase"	[0.2-0.42]	AIRE	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST90014023	21:44294411	34012112	"Chiou J"
rs705705-C	4E-32	-	0.34	1.25	-	-	RPS26	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	12:56041720	25751624	"Onengut-Gumuscu S"
rs6691977-C	4E-8	-	0.19	1.13	-	-	CAMSAP2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	1:200845831	25751624	"Onengut-Gumuscu S"
rs9585056-C	3E-8	-	0.24	1.12	-	-	TM9SF2,CCR12P	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	13:99429512	25751624	"Onengut-Gumuscu S"
rs13415583-T	1E-7	-	0.65	1.1111112	-	-	AFF3	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	2:100147625	25751624	"Onengut-Gumuscu S"
rs56994090-T	1E-11	-	0.59	1.1363636	-	-	MEG3,MIR493HG	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	14:100840110	25751624	"Onengut-Gumuscu S"
rs2111485-G	4E-18	-	0.61	1.1764705	-	-	IFIH1,FAP	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	2:162254026	25751624	"Onengut-Gumuscu S"
rs34593439-G	9E-14	-	0.9	1.2820514	-	-	CTSH	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	15:78942615	25751624	"Onengut-Gumuscu S"
rs72871627-A	2E-6	"(conditioned rs2111485, rs35667974)"	0.99	1.6393442	-	-	IFIH1	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	2:162280432	25751624	"Onengut-Gumuscu S"
rs12927355-C	3E-22	-	0.68	1.2195122	-	-	CLEC16A	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	16:11100914	25751624	"Onengut-Gumuscu S"
rs113010081-T	5E-8	-	0.89	1.1764705	-	-	CCRL2,LINC02009	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	3:46415921	25751624	"Onengut-Gumuscu S"
rs8056814-A	3E-19	-	0.07	1.32	-	-	CTRB1,CTRB2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	16:75218429	25751624	"Onengut-Gumuscu S"
rs2611215-A	2E-11	-	0.15	1.18	-	-	NOL8P1,LINC01179	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	4:165653115	25751624	"Onengut-Gumuscu S"
rs757411-T	1E-7	-	0.64	1.1111112	-	-	CCR7,SMARCE1	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	17:40618898	25751624	"Onengut-Gumuscu S"
rs72928038-A	6E-14	-	0.17	1.2	-	-	BACH2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	6:90267049	25751624	"Onengut-Gumuscu S"
rs1893217-G	1E-15	-	0.16	1.21	-	-	PTPN2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	18:12809341	25751624	"Onengut-Gumuscu S"
rs62447205-A	3E-8	-	0.72	1.1235955	-	-	IKZF1	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	7:50398132	25751624	"Onengut-Gumuscu S"
rs1615504-T	2E-11	-	0.47	1.13	-	-	CD226	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	18:69859408	25751624	"Onengut-Gumuscu S"
rs6476839-T	1E-9	-	0.4	1.12	-	-	GLIS3	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	9:4290823	25751624	"Onengut-Gumuscu S"
rs12720356-A	4E-7	"(conditioned on rs34536443)"	0.91	1.2195122	-	-	TYK2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	19:10359299	25751624	"Onengut-Gumuscu S"
rs10795791-G	6E-11	"(conditioned rs61839660)"	0.41	1.16	-	-	RPL32P23,IL2RA	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	10:6066377	25751624	"Onengut-Gumuscu S"
rs516246-T	5E-14	-	0.51	1.1494253	-	-	FUT2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	19:48702915	25751624	"Onengut-Gumuscu S"
rs12416116-C	4E-15	-	0.72	1.1764705	-	-	RNLS	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	10:88275897	25751624	"Onengut-Gumuscu S"
rs11203202-G	1E-15	-	0.33	1.16	-	-	UBASH3A	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	21:42405248	25751624	"Onengut-Gumuscu S"
rs6518350-A	1E-7	-	0.82	1.1363636	-	-	GATD3	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	21:44201934	25751624	"Onengut-Gumuscu S"
rs4820830-C	1E-12	-	0.38	1.14	-	-	HORMAD2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	22:30135102	25751624	"Onengut-Gumuscu S"
rs2476601-A	1E-100	-	0.09	1.89	-	-	PTPN22	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	1:113834946	25751624	"Onengut-Gumuscu S"
rs653178-C	2E-44	-	0.48	1.3	-	-	ATXN2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	12:111569952	25751624	"Onengut-Gumuscu S"
rs3024505-G	6E-8	-	0.84	1.1627907	-	-	Y_RNA,IL10	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	1:206766559	25751624	"Onengut-Gumuscu S"
rs1456988-G	3E-8	-	0.27	1.12	-	-	LINC01550,LINC02295	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	14:98021670	25751624	"Onengut-Gumuscu S"
rs4849135-G	4E-8	-	0.71	1.1235955	-	-	ACOXL	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	2:110857502	25751624	"Onengut-Gumuscu S"
rs72727394-T	4E-10	-	0.19	1.15	-	-	RASGRP1	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	15:38554821	25751624	"Onengut-Gumuscu S"
rs35667974-T	9E-9	"(conditioned on rs2111485)"	0.98	1.6949153	-	-	IFIH1	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	2:162268127	25751624	"Onengut-Gumuscu S"
rs151234-C	5E-11	-	0.12	1.19	-	-	CLN3	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	16:28494339	25751624	"Onengut-Gumuscu S"
rs3087243-G	7E-21	-	0.55	1.1904762	-	-	CTLA4,ICOS	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	2:203874196	25751624	"Onengut-Gumuscu S"
rs193778-G	4E-10	-	0.25	1.14	-	-	RMI2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	16:11257354	25751624	"Onengut-Gumuscu S"
rs75793288-G	6E-13	-	0.36	1.15	-	-	BLTP1	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	4:122322441	25751624	"Onengut-Gumuscu S"
rs12453507-G	1E-8	-	0.51	1.1111112	-	-	GSDMB,ZPBP2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	17:39896954	25751624	"Onengut-Gumuscu S"
rs11954020-G	4E-8	-	0.39	1.11	-	-	IL7R,CAPSL	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	5:35883149	25751624	"Onengut-Gumuscu S"
rs1052553-A	8E-8	-	0.76	1.1235955	-	-	MAPT	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	17:45996523	25751624	"Onengut-Gumuscu S"
rs1538171-G	7E-10	-	0.45	1.12	-	-	MIR588,CENPW	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	6:126431738	25751624	"Onengut-Gumuscu S"
rs12971201-G	2E-6	"(conditioned on rs1893217)"	0.61	1.1235955	-	-	PTPN2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	18:12830539	25751624	"Onengut-Gumuscu S"
rs10277986-A	1E-7	-	0.96	1.3157895	-	-	GRB10,COBL	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	7:50961290	25751624	"Onengut-Gumuscu S"
rs34536443-G	4E-15	-	0.96	1.4925373	-	-	TYK2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	19:10352442	25751624	"Onengut-Gumuscu S"
rs61839660-C	3E-39	-	0.9	1.6129031	-	-	IL2RA	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	10:6052734	25751624	"Onengut-Gumuscu S"
rs402072-T	5E-8	-	0.84	1.1494253	-	-	PRKD2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	19:46715865	25751624	"Onengut-Gumuscu S"
rs41295121-C	5E-8	"(conditioned rs61839660, rs10795791)"	0.99	2.0408163	-	-	RBM17,RPL32P23	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	10:6087680	25751624	"Onengut-Gumuscu S"
rs6043409-G	3E-10	-	0.65	1.1363636	-	-	SIRPG-AS1,SIRPG	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	20:1635560	25751624	"Onengut-Gumuscu S"
rs689-T	1E-100	-	0.7	2.3809524	-	-	INS,INS-IGF2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	11:2160994	25751624	"Onengut-Gumuscu S"
rs72853903-C	6E-10	"(conditioned on rs689)"	0.62	1.1764705	-	-	ASCL2,MIR4686	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	11:2177435	25751624	"Onengut-Gumuscu S"
rs917911-C	2E-7	-	0.36	1.1	-	-	CD69	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	12:9753255	25751624	"Onengut-Gumuscu S"
rs229533-C	2E-8	-	0.43	1.11	-	-	C1QTNF6	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST005536	22:37191071	25751624	"Onengut-Gumuscu S"
rs689-?	1E-6	-	NR	2.44	-	[1.69-3.45]	INS,INS-IGF2	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST008377	11:2160994	31152121	"Zhu M"
rs4320356-T	3E-8	-	0.28	1.26	-	[1.16-1.36]	BTN2A3P	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST008377	6:26423332	31152121	"Zhu M"
rs3802604-C	2E-8	-	0.38	1.24	-	[1.15-1.33]	GATA3	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST008377	10:8060309	31152121	"Zhu M"
rs1770-G	2E-232	-	0.46	4.28	-	[3.92-4.68]	HLA-DQB1-AS1,HLA-DQB1	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST008377	6:32660056	31152121	"Zhu M"
rs705699-T	7E-20	-	0.26	1.46	-	[1.34-1.58]	RAB5B	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST008377	12:55991020	31152121	"Zhu M"
chr6:32596935-G	3E-28	-	NR	0.2314	-	[0.1784-0.3002]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:135623778-A	8E-23	-	NR	0.6145	-	[0.5577-0.6771]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:135859184-C	1E-22	-	NR	0.6145	-	[0.5575-0.6773]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:135080336-A	9E-23	-	NR	0.6175	-	[0.5608-0.6799]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:135197227-C	4E-22	-	NR	0.621	-	[0.5638-0.6839]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:135516008-C	9E-21	-	NR	0.6253	-	[0.5666-0.6899]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:135403522-G	2E-21	-	NR	0.627	-	[0.5695-0.6903]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:135301250-A	3E-15	-	NR	0.6558	-	[0.5904-0.7284]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr10:131361823-G	2E-8	-	NR	0.6576	-	[0.5676-0.7619]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:135731408-G	4E-14	-	NR	0.6604	-	[0.5931-0.7354]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:135964425-C	7E-16	-	NR	0.6614	-	[0.5983-0.7312]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr6:127756593-T	4E-8	-	NR	0.6726	-	[0.5839-0.7747]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr4:137228466-C	1E-8	-	NR	0.6804	-	[0.5957-0.7772]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:134846613-C	2E-13	-	NR	0.7009	-	[0.6375-0.7705]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr11:68326963-A	1E-9	-	NR	0.7195	-	[0.647-0.8002]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr11:18264227-A	4E-9	-	NR	0.7347	-	[0.663-0.8142]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:41910220-T	6E-9	-	NR	0.7377	-	[0.6657-0.8175]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr14:22390463-A	1E-8	-	NR	0.7387	-	[0.6653-0.8201]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr1:151853237-G	3E-8	-	NR	0.7523	-	[0.6806-0.8316]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr3:64722924-C	6E-9	-	NR	0.7524	-	[0.6835-0.8282]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr5:80384899-G	5E-8	-	NR	1.299	-	[1.183-1.427]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr19:31157758-C	2E-8	-	NR	1.317	-	[1.197-1.449]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
rs13147255-A	1E-8	-	NR	1.318	-	[1.198-1.449]	LINC02516,ANKRD50	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	4:124578751	34302048	"Qu HQ"
rs857786-T	6E-9	-	NR	1.322	-	[1.203-1.452]	OR10AA1P,MNDA	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	1:158815304	34302048	"Qu HQ"
chr3:57041866-A	4E-9	-	NR	1.326	-	[1.207-1.457]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:134585720-C	5E-10	-	NR	1.348	-	[1.227-1.481]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr9:20324372-G	3E-9	-	NR	1.354	-	[1.225-1.497]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:134688820-G	7E-12	-	NR	1.385	-	[1.262-1.52]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr3:57295247-G	2E-8	-	NR	1.389	-	[1.24-1.557]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr3:57269656-G	4E-9	-	NR	1.418	-	[1.262-1.593]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr5:6893947-A	1E-8	-	NR	1.418	-	[1.258-1.599]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr7:129944187-A	8E-9	-	NR	1.423	-	[1.262-1.604]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr7:44959149-C	1E-10	-	NR	1.428	-	[1.282-1.591]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr12:65543332-G	7E-9	-	NR	1.428	-	[1.266-1.611]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:134947988-G	4E-14	-	NR	1.43	-	[1.304-1.569]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr6:26835246-C	5E-11	-	NR	1.438	-	[1.291-1.603]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr8:56693303-ATT	3E-8	-	NR	1.438	-	[1.265-1.634]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr15:27596077-C	2E-8	-	NR	1.439	-	[1.267-1.634]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:137009624-A	4E-11	-	NR	1.459	-	[1.305-1.633]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr4:92954497-G	4E-8	-	NR	1.465	-	[1.278-1.678]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:136221960-A	4E-16	-	NR	1.474	-	[1.342-1.619]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr6:33168798-C	3E-16	-	NR	1.483	-	[1.35-1.63]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr1:37812907-T	6E-14	-	NR	1.485	-	[1.339-1.646]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr12:65324519-G	3E-8	-	NR	1.491	-	[1.294-1.718]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr12:65644210-C	7E-10	-	NR	1.519	-	[1.33-1.735]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr2:136066296-A	4E-19	-	NR	1.534	-	[1.397-1.685]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr6:25371141-T	1E-9	-	NR	1.749	-	[1.46-2.095]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr19:42174477-CATAA	2E-8	-	NR	1.765	-	[1.449-2.151]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr6:33301993-A	3E-9	-	NR	1.784	-	[1.474-2.159]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr6:33464895-G	3E-10	-	NR	1.797	-	[1.498-2.155]	-	"Type 1 diabetes with low genetic risk score"	"type 1 diabetes mellitus"	-	GCST90000181	-	34302048	"Qu HQ"
chr6:28026638-T	3E-94	-	NR	2.07	-	[1.931-2.218]	-	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST012179	-	34302048	"Qu HQ"
chr6:28699892-G	3E-96	-	NR	2.073	-	[1.936-2.221]	-	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST012179	-	34302048	"Qu HQ"
chr6:28171932-T	7E-95	-	NR	2.075	-	[1.936-2.224]	-	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST012179	-	34302048	"Qu HQ"
chr6:29215110-A	9E-99	-	NR	2.075	-	[1.939-2.221]	-	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST012179	-	34302048	"Qu HQ"
chr15:74624584-T	2E-6	-	NR	2.078	-	[1.541-2.801]	-	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST012179	-	34302048	"Qu HQ"
chr6:29100913-A	4E-99	-	NR	2.08	-	[1.943-2.226]	-	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST012179	-	34302048	"Qu HQ"
chr6:29785031-G	1E-110	-	NR	2.106	-	[1.973-2.249]	-	"Type 1 diabetes"	"type 1 diabetes mellitus"	-	GCST012179	-	34302048	"Qu HQ"
